id,node_a,node_b,weight
2256/2257,2256,2257,2.7504520795660037
1309/778,1309,778,0.01342642320085929
1309/1828,1309,1828,0.5392011834319527
1275/1458,1275,1458,0.0064516129032258064
1869/1571,1869,1571,0.05955882352941176
1869/1749,1869,1749,0.05827338129496403
1869/694,1869,694,0.04678362573099415
1869/371,1869,371,0.019054878048780487
1869/718,1869,718,0.07936507936507936
748/1541,748,1541,0.1867403314917127
748/1456,748,1456,0.016835016835016835
748/1486,748,1486,0.7962308598351001
1029/2125,1029,2125,0.024806201550387597
1029/917,1029,917,0.03187250996015936
284/1176,284,1176,0.05549263873159683
284/1901,284,1901,0.009900990099009901
531/822,531,822,1.084070796460177
657/1122,657,1122,0.1402524544179523
657/1426,657,1426,0.054748603351955305
657/1081,657,1081,0.03875968992248062
813/1840,813,1840,0.07095343680709534
813/734,813,734,1.4019230769230768
813/2886,813,2886,0.12694300518134716
813/1086,813,1086,0.06691449814126393
289/1840,289,1840,0.036734693877551024
289/2575,289,2575,0.03306878306878307
289/211,289,211,0.07017543859649122
2001/157,2001,157,0.23444976076555024
1864/199,1864,199,0.4297619047619048
1864/848,1864,848,0.015281757402101241
2891/1917,2891,1917,0.10219594594594594
1958/1425,1958,1425,0.22377622377622378
1958/837,1958,837,0.04959514170040486
1806/1557,1806,1557,0.012228260869565218
1806/728,1806,728,0.019700551615445233
684/1448,684,1448,0.09423676012461059
684/383,684,383,0.04245283018867924
684/1846,684,1846,0.048
684/694,684,694,0.07655954631379962
684/773,684,773,1.3215859030837005
1280/2894,1280,2894,0.166383701188455
1280/2014,1280,2014,0.015479876160990712
1280/1088,1280,1088,0.022542266750156543
1280/808,1280,808,0.14583333333333334
1111/144,1111,144,0.12562814070351758
1111/122,1111,122,0.06906077348066299
1111/1070,1111,1070,0.13675213675213677
2976/202,2976,202,0.025936599423631124
1217/1985,1217,1985,0.13529765484064943
1217/237,1217,237,0.015337423312883436
2094/1485,2094,1485,0.6691648822269807
2094/1606,2094,1606,0.032114183764495985
618/660,618,660,0.0112079701120797
618/2125,618,2125,0.0368474923234391
1929/724,1929,724,0.07960199004975124
1929/709,1929,709,0.12397540983606557
1948/1432,1948,1432,0.007142857142857143
27/870,27,870,0.01775147928994083
27/1407,27,1407,0.0781099324975892
27/1732,27,1732,0.034051424600416956
27/952,27,952,0.0893854748603352
27/960,27,960,0.45369127516778524
948/1401,948,1401,0.016179775280898877
948/345,948,345,0.029914529914529916
948/658,948,658,0.06565382528486163
948/1547,948,1547,0.01997780244173141
1823/1749,1823,1749,0.020938023450586266
1823/582,1823,582,0.644474034620506
1823/1828,1823,1828,0.04474885844748858
1823/856,1823,856,0.022191400832177532
485/1660,485,1660,0.2527147087857848
2266/1060,2266,1060,0.24150943396226415
2266/2264,2266,2264,0.20242914979757085
2266/2257,2266,2257,0.06896551724137931
2266/2254,2266,2254,0.277992277992278
1973/1175,1973,1175,0.1681592039800995
1973/53,1973,53,0.04961240310077519
1984/1985,1984,1985,0.60790273556231
1984/171,1984,171,0.05413533834586466
1984/2254,1984,2254,0.12404287901990811
1984/170,1984,170,0.032679738562091505
1889/737,1889,737,0.02244039270687237
498/1297,498,1297,0.025052192066805846
498/800,498,800,0.010437051532941943
1353/691,1353,691,0.05241090146750524
151/1352,151,1352,0.010062893081761006
2252/1362,2252,1362,0.09026798307475317
2252/667,2252,667,1.307153965785381
2252/318,2252,318,0.02403846153846154
667/1362,667,1362,0.27071823204419887
667/488,667,488,0.051362683438155136
667/318,667,318,0.06049149338374291
1986/1847,1986,1847,0.07383773928896992
1986/1783,1986,1783,0.1366120218579235
911/1349,911,1349,0.13675213675213677
911/335,911,335,0.030418250950570342
170/171,170,171,0.5453172205438066
170/1985,170,1985,0.05278592375366569
170/2257,170,2257,0.2188449848024316
1766/1928,1766,1928,0.37453183520599254
1766/743,1766,743,0.12346938775510204
1977/249,1977,249,0.016722408026755852
1977/617,1977,617,0.008466603951081843
1977/784,1977,784,0.009036144578313253
169/78,169,78,0.11441647597254005
169/1834,169,1834,2.2615384615384615
169/262,169,262,0.3237410071942446
767/1480,767,1480,0.0655307994757536
1046/761,1046,761,0.36326194398682043
1046/1917,1046,1917,0.015151515151515152
2373/629,2373,629,0.016363636363636365
2373/763,2373,763,0.03048264182895851
1654/1150,1654,1150,0.04186046511627907
1654/2007,1654,2007,0.5208333333333334
991/179,991,179,0.014354066985645933
256/1833,256,1833,0.06293018682399214
256/1336,256,1336,0.07938257993384785
256/1526,256,1526,1.6198083067092652
256/634,256,634,0.019334880123743233
2965/72,2965,72,0.3023255813953488
2965/1297,2965,1297,0.033550792171481825
2965/1258,2965,1258,0.05555555555555555
418/1203,418,1203,0.02821316614420063
727/1235,727,1235,0.06747638326585695
727/1236,727,1236,0.08039867109634552
963/1612,963,1612,0.06020066889632107
1860/1961,1860,1961,0.3565459610027855
1915/1740,1915,1740,0.16129032258064516
2923/1937,2923,1937,0.02771618625277162
660/2125,660,2125,0.013513513513513514
1758/1761,1758,1761,0.05493273542600897
1758/1640,1758,1640,0.012413793103448275
1758/427,1758,427,0.018404907975460124
1113/1470,1113,1470,0.05402425578831312
1113/430,1113,430,0.037065052950075644
1113/827,1113,827,0.041811846689895474
1113/761,1113,761,0.021331058020477817
1113/1917,1113,1917,0.015703517587939697
1614/2992,1614,2992,0.1506276150627615
2239/1852,2239,1852,0.015789473684210527
1556/1424,1556,1424,0.014652014652014652
972/1410,972,1410,0.06438631790744467
2911/2910,2911,2910,0.555984555984556
1202/711,1202,711,0.06337135614702155
1202/1203,1202,1203,0.022032374100719423
1202/1265,1202,1265,0.06265664160401002
1202/785,1202,785,0.013116474291710388
1202/1244,1202,1244,0.05154639175257732
1202/1243,1202,1243,0.19694489907255866
1787/133,1787,133,0.012605042016806723
427/1761,427,1761,0.07578947368421053
427/1640,427,1640,0.029315960912052116
1355/2958,1355,2958,0.023946360153256706
1355/1451,1355,1451,0.48322147651006714
1406/1203,1406,1203,0.0832512315270936
123/1560,123,1560,0.0810448760884126
593/159,593,159,0.26919032597266035
311/310,311,310,3.8533333333333335
1443/1752,1443,1752,0.047957371225577264
1443/2065,1443,2065,0.021891418563922942
1443/2890,1443,2890,0.008122743682310469
1443/741,1443,741,0.0438957475994513
2004/1470,2004,1470,0.1323851203501094
2004/430,2004,430,0.07518796992481203
128/55,128,55,0.2074688796680498
1484/323,1484,323,0.8831168831168831
1484/1926,1484,1926,0.0691114245416079
1484/1245,1484,1245,0.25688073394495414
1484/650,1484,650,0.07157057654075547
1439/1574,1439,1574,0.16456759026028547
1439/787,1439,787,0.02631578947368421
1018/53,1018,53,0.010550996483001172
1018/1562,1018,1562,0.047080979284369114
142/581,142,581,0.12468827930174564
1259/203,1259,203,0.11976047904191617
621/1352,621,1352,0.02027027027027027
168/1407,168,1407,0.02044153720359771
2372/279,2372,279,0.022670025188916875
2895/2879,2895,2879,0.03765690376569038
158/814,158,814,0.10560625814863103
158/1895,158,1895,0.04878048780487805
1270/1236,1270,1236,0.04447533009034051
437/315,437,315,0.13559322033898305
1668/1000,1668,1000,0.0636182902584493
1668/56,1668,56,0.03364485981308411
1668/1783,1668,1783,0.04227782571182054
932/60,932,60,0.024390243902439025
634/2259,634,2259,1.822975517890772
634/227,634,227,0.01245019920318725
1841/1513,1841,1513,0.08990825688073395
1841/1415,1841,1415,0.012413793103448275
923/1117,923,1117,0.1021437578814628
923/643,923,643,0.009911894273127754
1357/1646,1357,1646,0.30183946488294316
1357/1304,1357,1304,0.030405405405405407
1357/1801,1357,1801,0.16234390009606148
1357/1620,1357,1620,0.2734848484848485
1357/1366,1357,1366,0.005836575875486381
1424/1425,1424,1425,0.06105006105006105
1424/1369,1424,1369,0.01237432327919567
1424/837,1424,837,0.016914749661705007
1424/156,1424,156,0.04373650107991361
1837/1836,1837,1836,0.20099255583126552
1371/66,1371,66,0.006012024048096192
1361/951,1361,951,0.07468879668049792
505/194,505,194,0.056128293241695305
505/1644,505,1644,0.022068965517241378
1293/161,1293,161,0.10478654592496765
1293/134,1293,134,0.24752475247524752
221/878,221,878,0.026587887740029542
221/67,221,67,0.023003194888178913
221/630,221,630,0.042609153077327724
221/10,221,10,0.2114821323960164
221/2131,221,2131,0.03249336870026525
221/59,221,59,0.021331058020477817
360/175,360,175,0.08340283569641367
1745/800,1745,800,0.08225696804894629
1745/1681,1745,1681,0.08755129958960328
2921/2922,2921,2922,0.09652509652509653
2921/2093,2921,2093,0.48756218905472637
1667/2002,1667,2002,0.05653710247349823
1667/2539,1667,2539,0.02783964365256125
3/785,3,785,0.035678889990089196
3/1779,3,1779,0.10829103214890017
639/1683,639,1683,0.009584664536741214
639/668,639,668,0.012838801711840228
639/614,639,614,0.2604166666666667
639/857,639,857,0.014598540145985401
1519/2858,1519,2858,0.011002444987775062
1519/421,1519,421,0.016260162601626018
2615/227,2615,227,0.005936675461741424
724/709,724,709,0.02066115702479339
724/2867,724,2867,0.07446808510638298
724/1261,724,1261,0.03467799009200283
724/1420,724,1420,0.21893939393939393
827/1445,827,1445,0.04984740590030519
1917/1743,1917,1743,0.005855562784645413
1425/837,1425,837,1.2396755162241888
569/2907,569,2907,0.8065843621399177
1613/157,1613,157,0.024096385542168676
1279/323,1279,323,0.01282051282051282
1069/345,1069,345,0.018327605956471937
154/1402,154,1402,0.7501951600312255
1617/1618,1617,1618,0.32801822323462415
1617/173,1617,173,0.1125
298/1839,298,1839,0.022727272727272728
298/526,298,526,0.28499156829679595
298/716,298,716,0.12836970474967907
2259/227,2259,227,0.005441354292623942
2259/1480,2259,1480,0.06506024096385542
1792/601,1792,601,0.0829103214890017
1764/706,1764,706,0.05812574139976275
1764/11,1764,11,0.0617906683480454
1840/2886,1840,2886,0.1314060446780552
1840/734,1840,734,0.3572216097023153
1840/984,1840,984,0.010752688172043012
1840/2575,1840,2575,0.46493756003842457
1608/1408,1608,1408,1.4204685573366214
1608/1079,1608,1079,0.028604118993135013
1608/1410,1608,1410,0.0061433447098976105
1433/1417,1433,1417,0.047479484173505275
1460/1606,1460,1606,0.10893246187363835
243/2483,243,2483,0.14516129032258066
243/1231,243,1231,0.04206008583690987
1508/383,1508,383,0.04394618834080718
1508/899,1508,899,0.01300578034682081
133/121,133,121,0.03132832080200501
133/333,133,333,0.12300123001230012
133/1457,133,1457,0.02575107296137339
133/1729,133,1729,1.4871266735324409
133/430,133,430,0.019409937888198756
1815/1847,1815,1847,0.06564102564102564
1815/2327,1815,2327,0.03501945525291829
1815/1783,1815,1783,0.01461038961038961
2406/1252,2406,1252,0.1945288753799392
1612/1497,1612,1497,0.06837606837606838
1307/2933,1307,2933,0.014563106796116505
1307/1458,1307,1458,0.01858736059479554
1307/1623,1307,1623,0.05425318151373074
1307/674,1307,674,0.015460729746444033
1307/1205,1307,1205,0.1058234189104571
768/1833,768,1833,0.14925373134328357
768/1526,768,1526,0.03980891719745223
1595/1598,1595,1598,0.07290729072907291
2881/2868,2881,2868,0.07407407407407407
1025/175,1025,175,0.01168736303871439
292/806,292,806,0.023255813953488372
292/195,292,195,0.11203319502074689
1126/1906,1126,1906,0.011826544021024968
784/617,784,617,0.25510204081632654
1618/1063,1618,1063,0.12562814070351758
42/1728,42,1728,0.09649122807017543
42/375,42,375,0.013803680981595092
42/1808,42,1808,0.01308139534883721
42/1586,42,1586,0.008287292817679558
1576/1470,1576,1470,0.027624309392265192
1576/7,1576,7,0.09758064516129032
1576/371,1576,371,0.007950530035335688
1230/706,1230,706,0.014671361502347418
857/668,857,668,0.033647375504710635
2879/2875,2879,2875,0.07239819004524888
1728/1808,1728,1808,0.021240441801189464
759/1867,759,1867,0.17587209302325582
759/1559,759,1559,0.6599788806758183
943/1670,943,1670,0.10285714285714286
1743/7,1743,7,0.05378151260504202
1042/877,1042,877,0.020361990950226245
1241/1493,1241,1493,0.018670649738610903
1241/1246,1241,1246,0.006060606060606061
1241/738,1241,738,0.03589232303090728
1241/779,1241,779,0.05651672433679354
193/2249,193,2249,0.0294811320754717
1647/936,1647,936,0.048828125
704/989,704,989,0.04086265607264472
704/250,704,250,0.03078817733990148
704/1702,704,1702,0.019851116625310174
704/1035,704,1035,0.021804966686856452
964/36,964,36,0.0423728813559322
964/1201,964,1201,0.0579185520361991
1756/1981,1756,1981,0.9706422018348624
3006/689,3006,689,0.05442176870748299
2133/1417,2133,1417,0.08055925432756325
2133/1172,2133,1172,0.03967611336032389
2133/1481,2133,1481,0.011568123393316195
2133/354,2133,354,0.3556531284302964
1448/702,1448,702,0.46227810650887574
1448/855,1448,855,0.0325497287522604
1448/2021,1448,2021,0.3484521238300936
1448/1749,1448,1749,0.3348101265822785
1448/694,1448,694,0.031150667514303877
1448/773,1448,773,0.08237232289950576
1816/1942,1816,1942,0.0681663258350375
2868/741,2868,741,0.043478260869565216
1316/1678,1316,1678,0.058402860548271755
1316/1252,1316,1252,0.0075
1048/2993,1048,2993,0.205761316872428
1048/19,1048,19,0.05172413793103448
2/1594,2,1594,0.01977848101265823
2/778,2,778,0.025102459016393443
2/1228,2,1228,0.07339449541284404
2/626,2,626,0.017470300489168415
2/987,2,987,0.01701837985023826
2/363,2,363,0.0170299727520436
749/160,749,160,0.06701570680628273
749/1088,749,1088,0.007103393843725336
1593/711,1593,711,0.05027932960893855
1593/1203,1593,1203,0.01838235294117647
1593/1265,1593,1265,0.034013605442176874
1553/1200,1553,1200,0.11793611793611794
1553/2261,1553,2261,1.9473684210526316
302/683,302,683,0.011799410029498525
302/194,302,194,0.009297520661157025
302/1644,302,1644,0.044226044226044224
1325/1032,1325,1032,0.018018018018018018
1325/1644,1325,1644,0.015857284440039643
1228/671,1228,671,0.044923629829290206
1228/1632,1228,1632,0.6923597025016903
1228/626,1228,626,1.1350521792510744
1228/1399,1228,1399,0.12937293729372937
2537/1203,2537,1203,0.0144014401440144
60/23,60,23,0.030405405405405407
678/1510,678,1510,0.06659328563566318
1318/1514,1318,1514,0.3013953488372093
1506/117,1506,117,0.030120481927710843
1506/21,1506,21,0.022706630336058128
1506/1420,1506,1420,0.20932134096484056
1506/1812,1506,1812,0.11764705882352941
1794/2002,1794,2002,0.05077574047954866
1813/717,1813,717,0.057511737089201875
1415/1562,1415,1562,0.08980044345898004
1415/1513,1415,1513,0.684346701164295
1415/1609,1415,1609,0.030303030303030304
153/837,153,837,0.02194787379972565
383/1200,383,1200,0.02011263073209976
2271/1408,2271,1408,0.006215469613259668
1817/1629,1817,1629,0.00800711743772242
2950/1562,2950,1562,0.01651376146788991
1199/962,1199,962,0.5291545189504373
1199/1200,1199,1200,0.22766078542970974
1199/1551,1199,1551,0.09036594473487677
1199/426,1199,426,0.1152
1629/1807,1629,1807,0.06779661016949153
1629/11,1629,11,0.014585232452142206
974/969,974,969,0.20047449584816132
333/1729,333,1729,0.3847980997624703
1685/1686,1685,1686,0.7118451025056948
1752/421,1752,421,0.025458248472505093
1752/1456,1752,1456,0.014434180138568129
1752/741,1752,741,0.03076923076923077
210/363,210,363,0.017448200654307525
945/1535,945,1535,0.019098548510313215
1458/1623,1458,1623,0.2908191313908741
1458/1626,1458,1626,0.019592476489028215
1458/2575,1458,2575,0.050955414012738856
1458/304,1458,304,0.008364312267657992
1458/1675,1458,1675,0.020729684908789386
1458/180,1458,180,0.028391167192429023
354/1033,354,1033,0.024108003857280617
2873/1892,2873,1892,0.025196850393700787
739/2134,739,2134,0.022332506203473945
1303/1389,1303,1389,0.6563106796116505
1303/72,1303,72,0.046622264509990484
1888/1005,1888,1005,0.0576
1888/1498,1888,1498,0.2011134307585247
304/1623,304,1623,0.013039934800325998
304/709,304,709,0.027056277056277056
304/1626,304,1626,0.05421686746987952
409/1531,409,1531,0.20812807881773399
610/663,610,663,0.014925373134328358
1496/907,1496,907,0.14939024390243902
1496/1216,1496,1216,0.011893434823977164
1496/2257,1496,2257,0.025150905432595575
36/1201,36,1201,0.10080645161290322
778/2859,778,2859,0.007481296758104738
778/249,778,249,0.07221664994984955
778/1689,778,1689,0.05814788226848528
778/1489,778,1489,0.06451612903225806
190/7,190,7,0.047898338220918865
190/155,190,155,0.016753926701570682
190/1432,190,1432,0.09703287890938252
190/371,190,371,0.027502750275027504
398/1457,398,1457,0.01509433962264151
1846/1127,1846,1127,0.016842105263157894
1846/741,1846,741,0.030048076923076924
1380/1049,1380,1049,0.07315288953913679
1380/674,1380,674,0.004023245417970496
1411/1585,1411,1585,0.011428571428571429
1560/1730,1560,1730,0.04336043360433604
1560/674,1560,674,0.013412017167381975
740/1844,740,1844,0.5169988276670574
2951/2468,2951,2468,0.10843373493975904
2575/984,2575,984,0.03888888888888889
665/942,665,942,0.11162790697674418
665/88,665,88,0.018890200708382526
1818/484,1818,484,0.11490125673249552
1622/474,1622,474,0.21686746987951808
1622/603,1622,603,0.07446808510638298
1622/1616,1622,1616,0.015194681861348529
1622/1895,1622,1895,0.10832587287376902
1430/227,1430,227,0.0037159372419488025
1413/2467,1413,2467,0.05063291139240506
2131/630,2131,630,0.055507372072853424
874/942,874,942,0.011826544021024968
1434/1417,1434,1417,0.015862944162436547
1434/1501,1434,1501,0.055872291904218926
703/672,703,672,0.047493403693931395
703/1376,703,1376,0.0744485294117647
218/390,218,390,0.053418803418803416
1857/632,1857,632,0.01664932362122789
431/446,431,446,0.5384615384615384
431/1673,431,1673,0.05480984340044743
1811/1623,1811,1623,0.0059445178335535
1559/1867,1559,1867,0.5982694684796045
404/941,404,941,0.02050113895216401
2984/614,2984,614,0.019148936170212766
1143/859,1143,859,0.2380281690140845
1640/1761,1640,1761,0.05063291139240506
1640/1644,1640,1644,0.05872756933115824
2264/1060,2264,1060,0.13090909090909092
2264/2254,2264,2254,0.06766917293233082
2264/2257,2264,2257,0.3231357552581262
273/1594,273,1594,0.05825242718446602
1732/1591,1732,1591,0.03825463239689181
1732/1565,1732,1565,1.0865312264860798
1732/1265,1732,1265,0.017265193370165747
1732/1489,1732,1489,0.06492335437330929
1732/952,1732,952,0.05700211118930331
705/367,705,367,0.046139359698681735
705/1102,705,1102,1.3010835913312693
175/176,175,176,0.06601466992665037
1243/1244,1243,1244,0.060674157303370786
1644/1032,1644,1032,0.02821869488536155
1644/194,1644,194,0.6451219512195122
1674/1149,1674,1149,0.03280839895013123
2257/236,2257,236,0.044722719141323794
2257/2254,2257,2254,0.14647377938517178
2524/2941,2524,2941,0.06451612903225806
1927/777,1927,777,0.010588235294117647
1606/1485,1606,1485,0.05342237061769616
919/1385,919,1385,0.18818040435458788
37/352,37,352,0.019438444924406047
37/988,37,988,0.04285714285714286
1343/630,1343,630,0.013958682300390842
1257/1673,1257,1673,0.05656108597285068
1257/1201,1257,1201,0.3769601930036188
1137/525,1137,525,0.08641975308641975
952/691,952,691,0.06040268456375839
1979/356,1979,356,0.016100178890876567
1203/711,1203,711,0.9238310708898945
1203/1265,1203,1265,0.23806024981631155
752/633,752,633,0.10440456769983687
330/2130,330,2130,0.05421686746987952
330/1680,330,1680,0.017543859649122806
2899/1909,2899,1909,0.12886597938144329
2899/2901,2899,2901,0.1592920353982301
2899/2871,2899,2871,0.037815126050420166
1558/1521,1558,1521,0.13831258644536654
1558/200,1558,200,0.04
1052/1887,1052,1887,0.010778443113772455
1052/686,1052,686,0.14245014245014245
1839/716,1839,716,0.025899280575539568
1839/526,1839,526,0.11990008326394672
1090/1152,1090,1152,0.08091024020227561
1090/1990,1090,1990,0.02847380410022779
787/1574,787,1574,0.08045977011494253
403/1678,403,1678,0.25225225225225223
403/1252,403,1252,0.03152364273204904
1387/1778,1387,1778,0.09321058688147296
2483/1287,2483,1287,0.04003267973856209
1895/474,1895,474,0.16849451645064806
1895/1616,1895,1616,0.41951930080116534
1577/204,1577,204,0.09279141104294479
1526/1336,1526,1336,0.021634615384615384
1526/1833,1526,1833,0.11641443538998836
1420/1513,1420,1513,0.032114183764495985
1420/2867,1420,2867,0.1780821917808219
1420/1081,1420,1081,0.034318398474737846
1420/718,1420,718,0.14275309541150766
2007/1150,2007,1150,0.06511254019292605
728/1557,728,1557,0.01437699680511182
728/1882,728,1882,0.2537313432835821
728/2915,728,2915,0.012605042016806723
1627/1961,1627,1961,0.045207956600361664
426/962,426,962,0.07358351729212656
426/1551,426,1551,0.0144
2137/597,2137,597,0.04190919674039581
1258/72,1258,72,2.0313028764805416
1066/134,1066,134,0.05707762557077625
2919/204,2919,204,0.0469361147327249
121/1729,121,1729,0.04316546762589928
121/430,121,430,0.15211521152115212
375/1586,375,1586,0.6088794926004228
1673/446,1673,446,0.07119021134593993
1673/81,1673,81,0.00861244019138756
1673/1531,1673,1531,0.044444444444444446
299/1206,299,1206,0.014634146341463415
299/1192,299,1192,0.01048951048951049
480/476,480,476,0.0550561797752809
342/606,342,606,0.20031298904538342
342/649,342,649,0.011235955056179775
67/180,67,180,0.04176334106728538
1783/1109,1783,1109,0.08316221765913757
1783/1847,1783,1847,0.242152466367713
1008/1153,1008,1153,0.034123222748815164
1008/1007,1008,1007,0.1186161449752883
1008/1169,1008,1169,0.23444976076555024
1304/1289,1304,1289,0.9909008189262967
1304/1646,1304,1646,0.15617529880478087
1304/1620,1304,1620,0.23563636363636364
1304/1801,1304,1801,0.5313653136531366
1304/1366,1304,1366,0.4990451941438574
1304/1246,1304,1246,0.02766798418972332
1345/1344,1345,1344,0.06936416184971098
942/941,942,941,0.02955082742316785
942/88,942,88,0.009615384615384616
1175/53,1175,53,0.33613445378151263
197/109,197,109,0.04780114722753346
1678/1252,1678,1252,0.2780580075662043
706/11,706,11,0.2438818565400844
2400/817,2400,817,0.007389162561576354
171/1216,171,1216,0.0725419664268585
708/630,708,630,0.03858267716535433
2932/1287,2932,1287,0.02977667493796526
773/694,773,694,0.04954499494438827
773/1579,773,1579,0.0636042402826855
1364/1725,1364,1725,0.01285140562248996
1364/785,1364,785,0.05465414175918019
1364/1035,1364,1035,0.106826801517067
1847/2327,1847,2327,0.10131712259371833
1844/416,1844,416,0.011968085106382979
1063/173,1063,173,0.1136890951276102
1063/1620,1063,1620,0.04202401372212693
1063/1801,1063,1801,0.04081632653061224
734/2886,734,2886,0.4278481012658228
734/1086,734,1086,0.02882882882882883
1564/1757,1564,1757,0.01195814648729447
82/1607,82,1607,0.017660044150110375
792/2492,792,2492,0.06164383561643835
2893/1409,2893,1409,0.018477457501847747
155/355,155,355,0.2680628272251309
155/228,155,228,0.053964757709251104
155/1432,155,1432,0.2495321272613849
1868/1521,1868,1521,0.03397027600849257
1785/203,1785,203,0.01909307875894988
2021/702,2021,702,1.3728813559322033
2021/855,2021,855,0.20483641536273114
2021/1749,2021,1749,0.7653061224489796
2021/694,2021,694,0.06899488926746167
2021/371,2021,371,0.03220035778175313
70/1091,70,1091,0.325626204238921
274/1449,274,1449,0.017934002869440458
274/2017,274,2017,0.036585365853658534
2908/160,2908,160,0.06544502617801047
2908/1088,2908,1088,0.036284470246734396
1214/78,1214,78,0.0790333115610712
1214/262,1214,262,0.02643171806167401
474/1616,474,1616,0.08653846153846154
1726/2998,1726,2998,0.0739051094890511
1252/930,1252,930,0.026301663982823402
1252/194,1252,194,0.016960651289009497
2981/2957,2981,2957,0.04205607476635514
2981/738,2981,738,0.08236808236808237
806/326,806,326,0.023633677991137372
806/195,806,195,0.017130620985010708
2883/2869,2883,2869,0.15789473684210525
1148/1109,1148,1109,0.04067796610169491
1148/497,1148,497,0.023054755043227664
1296/1763,1296,1763,0.06712328767123288
1901/1176,1901,1176,0.9135135135135135
352/988,352,988,0.015050167224080268
1504/95,1504,95,0.008637236084452975
374/2914,374,2914,0.4948453608247423
2861/2874,2861,2874,0.5307017543859649
626/1632,626,1632,0.6592827004219409
626/1399,626,1399,0.06510681586978637
1010/113,1010,113,0.008506616257088847
1376/1283,1376,1283,0.5722135007849294
671/113,671,113,0.028372900984365953
2254/237,2254,237,0.06779661016949153
1087/1152,1087,1152,0.07547169811320754
1079/1408,1079,1408,0.1075429424943988
1079/21,1079,21,0.037578288100208766
1079/1410,1079,1410,0.031496062992125984
1079/1892,1079,1892,0.24438902743142144
1079/1586,1079,1586,0.08324768756423433
1372/1926,1372,1926,0.024875621890547265
1109/1584,1109,1584,0.011857707509881422
1109/497,1109,497,0.1297016861219196
630/250,630,250,0.11804878048780487
630/729,630,729,0.03555878084179971
630/989,630,989,0.014519056261343012
630/59,630,59,0.030562347188264057
989/250,989,250,0.21043478260869566
1874/1991,1874,1991,0.01603206412825651
1012/1472,1012,1472,0.017142857142857144
1725/509,1725,509,0.046052631578947366
1725/1657,1725,1657,0.26405867970660146
1725/1404,1725,1404,0.34825543120473995
1725/1035,1725,1035,0.43029637760702527
389/388,389,388,0.11469534050179211
389/1075,389,1075,0.058823529411764705
1571/1902,1571,1902,0.04757281553398058
492/1859,492,1859,0.007228915662650603
2308/1267,2308,1267,0.009155645981688708
1410/1409,1410,1409,0.04782400765184122
1410/1513,1410,1513,0.02129471890971039
1410/1408,1410,1408,0.033126293995859216
1389/72,1389,72,0.039735099337748346
228/1432,228,1432,0.0206782464846981
733/694,733,694,0.07048458149779736
1185/913,1185,913,0.00893743793445879
1185/307,1185,307,0.06071871127633209
2648/1201,2648,1201,0.04040404040404041
1821/1475,1821,1475,0.09878048780487805
1763/10,1763,10,0.015640273704789834
1951/248,1951,248,0.07111111111111111
108/234,108,234,0.699616122840691
711/1591,711,1591,0.009365244536940686
711/1265,711,1265,2.182209469153515
371/1750,371,1750,0.039452495974235106
371/694,371,694,0.09438377535101404
371/702,371,702,0.033210332103321034
371/7,371,7,0.27122464312546957
371/1749,371,1749,0.11042944785276074
1992/2023,1992,2023,0.013846153846153847
1992/204,1992,204,0.0506198347107438
924/1507,924,1507,0.03834115805946792
1251/1991,1251,1991,0.0113314447592068
248/1990,248,1990,0.1888111888111888
729/672,729,672,0.052127659574468084
729/1339,729,1339,0.026845637583892617
279/606,279,606,0.020815986677768527
1594/1368,1594,1368,0.017410228509249184
1007/1153,1007,1153,0.31609756097560976
1007/1169,1007,1169,0.09842041312272175
1646/1289,1646,1289,0.00779896013864818
1646/1620,1646,1620,0.0063604240282685515
1646/1366,1646,1366,0.10490378646803228
1586/1408,1586,1408,0.05672149744753262
1061/1064,1061,1064,0.026622296173044926
816/779,816,779,0.0675818373812038
629/291,629,291,0.03462603878116344
629/763,629,763,1.326027397260274
962/1551,962,1551,0.7185964912280701
785/377,785,377,0.08463949843260188
785/3003,785,3003,0.03067484662576687
1812/117,1812,117,0.018890200708382526
1812/21,1812,21,0.15238954012623984
1221/1662,1221,1662,0.01979414093428345
1221/208,1221,208,0.024657534246575342
203/1200,203,1200,0.01953125
203/1749,203,1749,0.020938023450586266
800/1297,800,1297,0.1802296555167249
1408/21,1408,21,0.02058319039451115
1572/781,1572,781,0.02828054298642534
1510/798,1510,798,0.6810772501771793
1510/1730,1510,1730,0.005545286506469501
1352/1535,1352,1535,0.06238303181534623
709/1626,709,1626,0.10803571428571429
1632/1399,1632,1399,0.043689320388349516
32/1931,32,1931,0.019650655021834062
430/1445,430,1445,0.033910034602076124
430/1470,430,1470,0.020938023450586266
430/1729,430,1729,0.027190332326283987
1541/1486,1541,1486,0.09310344827586207
1541/1921,1541,1921,0.170182841068917
794/1201,794,1201,0.023719165085388995
1265/1591,1265,1591,0.4588969823100936
1265/1741,1265,1741,0.013636363636363636
1400/2249,1400,2249,0.022727272727272728
1400/1267,1400,1267,0.011435832274459974
92/2558,92,2558,0.025
92/681,92,681,0.06060606060606061
134/161,134,161,0.013574660633484163
672/1339,672,1339,0.4164305949008499
672/1882,672,1882,0.027502750275027504
578/1401,578,1401,0.010269576379974325
578/1421,578,1421,0.05512489233419466
21/117,21,117,0.01463860933211345
1621/879,1621,879,0.007317073170731708
1294/1624,1294,1624,0.02615062761506276
1294/1269,1294,1269,0.029691211401425176
1081/1914,1081,1914,0.0513347022587269
