2253,1440,2,2,2
2253,268,3,5,5
2253,808,3,4,4
851,223,1,1,1
851,1690,1,1,1
634,2259,3,3,3
1392,232,3,5,5
1392,267,8,21,24
372,1396,4,4,4
1122,1426,3,3,3
2018,1774,4,7,7
1566,951,3,4,4
917,1029,2,2,2
626,640,1,1,1
626,965,5,5,5
626,166,5,13,13
626,1632,1,1,1
626,1300,2,2,2
626,1399,4,5,5
626,89,8,17,18
626,671,3,3,4
626,1145,2,2,2
626,1228,4,4,6
476,480,1,1,1
476,271,5,10,10
1459,860,1,2,2
878,889,1,1,1
1485,2094,3,5,5
1485,1326,2,2,2
1485,721,2,2,2
1485,690,1,1,1
1399,640,4,5,5
1399,166,1,1,1
1399,965,1,1,1
1399,1228,1,1,1
1399,626,1,1,1
1399,1145,3,4,4
1399,1632,1,1,2
892,1343,1,1,1
892,1260,1,1,1
892,691,5,33,34
892,1323,2,2,2
892,1225,2,2,3
892,12,2,6,6
892,952,2,2,2
848,199,1,1,1
2266,2264,2,4,4
2266,2267,1,1,1
2266,2265,3,5,5
800,1745,5,6,6
800,498,4,6,6
800,834,1,2,2
800,809,1,1,1
1221,1178,23,78,79
1221,73,2,4,4
1221,478,1,1,1
1153,1169,3,5,5
1153,1007,4,4,4
1153,1008,6,7,7
1153,631,4,9,9
1153,619,1,1,1
1153,1989,9,10,10
1275,1711,1,1,1
1275,1115,1,1,1
1418,1434,1,1,1
1418,46,2,4,4
676,592,1,2,2
676,576,1,1,1
860,1157,2,3,3
1680,2130,2,3,3
1519,956,7,12,12
1519,2003,1,1,1
962,2260,1,2,2
962,2262,3,12,12
962,426,14,29,29
962,1199,3,3,3
962,1551,3,6,6
1496,907,4,6,6
1496,1669,2,2,2
1496,305,2,2,2
1496,1383,2,3,4
1496,406,1,1,1
1899,1518,3,5,5
486,899,1,1,1
1482,172,13,26,26
1482,1994,6,12,13
98,1676,5,6,6
1033,1913,1,1,1
1033,1452,1,1,1
1033,1414,3,3,3
806,326,1,1,1
806,292,2,4,4
717,88,1,1,1
717,942,2,2,2
717,146,5,5,5
717,874,2,2,2
717,862,3,5,5
593,159,6,28,28
593,410,5,7,7
1463,348,1,1,1
1463,655,1,1,1
1572,781,1,1,1
363,1416,2,3,3
363,296,1,1,1
363,1422,3,5,5
363,987,1,1,1
1265,1591,1,1,1
1265,1753,5,11,12
1265,711,6,7,7
1265,1406,2,6,6
72,1258,7,8,8
1236,1270,9,23,25
1236,727,2,2,2
1236,1237,1,1,1
1236,1239,2,2,2
1236,1235,2,2,2
1758,1640,1,2,2
1758,1759,2,2,2
1758,1761,1,1,1
1758,1263,2,7,8
1758,1643,1,1,1
1758,1262,1,1,1
1758,405,1,1,1
117,21,1,1,1
1663,1065,3,3,3
1663,539,1,1,1
1663,105,2,2,2
769,279,12,71,72
901,1006,1,1,1
1383,1669,11,14,14
1383,1496,3,4,5
1383,305,4,4,4
1383,406,3,7,7
1821,1475,1,4,4
624,623,4,9,10
88,665,2,2,3
405,1640,1,1,1
405,1643,1,1,1
1774,2018,2,5,5
1203,1753,1,1,1
1203,1593,1,1,1
1203,711,2,2,2
1203,1406,1,1,1
1203,1265,2,2,2
2013,768,2,2,2
2013,1833,3,3,6
2013,1322,2,2,2
1664,740,2,3,3
1062,1747,1,1,1
1062,488,1,1,1
237,236,2,3,3
1395,1467,11,19,19
1395,1845,9,17,18
284,1901,1,1,1
284,1176,2,2,2
1205,1307,1,1,1
1441,365,1,1,1
2017,1909,1,1,1
2017,765,1,1,1
2017,274,3,5,5
1331,1344,19,31,34
1331,820,23,41,44
1331,264,5,7,7
1331,1502,4,5,6
1331,1972,5,9,10
1331,1345,19,37,40
1414,1913,3,3,3
1414,93,4,4,5
1414,86,1,1,1
1170,702,2,4,4
1170,1448,1,5,5
1170,2021,3,3,3
1262,1640,8,40,41
1262,1759,14,62,65
1262,1758,5,10,10
1262,1761,5,12,12
1262,1643,8,22,22
1262,1263,9,17,17
1262,1760,14,64,67
23,605,1,1,1
1326,1485,1,1,1
1326,721,2,2,2
1234,1856,1,1,1
1234,1633,3,3,3
1183,799,2,2,2
166,965,1,1,1
166,89,2,2,2
166,1300,2,2,2
1074,1071,1,1,1
2254,2255,1,1,1
2254,306,3,3,3
2254,2267,1,1,1
2254,237,1,1,1
2254,2256,5,5,5
2254,2265,1,1,1
