740,1970,5,5,5
740,416,1,1,1
740,1844,5,6,7
740,1664,2,3,3
1845,710,2,2,2
1845,1467,5,5,5
1845,1395,9,17,18
1681,1297,1,1,1
1681,772,3,5,5
848,1864,2,3,3
93,1913,1,1,1
93,1414,4,4,5
724,1929,1,1,1
1414,378,1,2,2
1414,1033,3,3,3
1414,1913,2,6,6
1414,86,2,2,2
286,64,1,1,1
286,1382,2,2,2
804,819,2,2,2
804,1874,1,1,1
804,1991,2,2,2
1523,1528,1,1,1
1523,1156,1,1,1
1537,1789,1,1,1
1537,1342,3,4,4
1537,1226,1,1,1
372,1396,8,17,18
1814,1293,1,2,2
1814,1034,2,2,3
1814,381,4,5,5
1814,1292,1,1,1
1814,1682,5,10,12
1814,1066,1,1,1
1814,134,5,16,17
484,1818,3,14,15
484,1068,1,2,2
484,1067,1,1,1
484,861,1,1,1
864,411,1,2,3
970,1181,2,2,2
1136,1190,1,1,1
1357,77,1,1,1
1357,1801,5,7,7
1357,1304,2,2,2
1357,1289,1,1,1
1357,1207,1,1,1
1357,1646,3,3,3
1357,1620,5,5,6
1363,1811,2,5,5
1363,1307,2,2,2
1280,808,2,3,3
578,1421,4,4,5
1395,710,3,3,3
1395,1467,5,5,5
1395,1845,2,2,2
875,881,3,5,5
875,359,1,1,1
875,914,1,1,1
875,1001,1,2,2
1597,740,1,1,1
271,480,14,30,31
271,481,15,27,27
271,1530,6,6,6
271,476,5,10,10
403,1450,1,11,11
403,1678,1,4,4
403,1252,3,13,13
403,408,1,1,1
1186,418,3,3,3
2014,695,5,27,30
2014,1443,7,22,25
2014,1752,2,3,3
827,1470,1,2,2
827,1113,4,6,6
827,1588,1,3,3
827,1445,1,3,3
375,1586,9,11,11
375,42,2,2,2
375,1587,4,7,7
375,376,3,4,5
98,1676,1,1,1
1635,1608,6,16,16
1635,1408,3,3,4
1635,1079,1,1,2
1635,1890,4,6,6
1977,617,1,1,1
801,863,3,3,3
801,1816,2,2,2
801,682,8,13,13
801,1942,1,1,1
1176,1901,4,8,9
1176,284,2,2,2
1418,46,2,2,3
1187,1360,5,5,5
932,605,1,1,1
932,1077,3,5,5
932,611,1,3,3
932,506,1,1,1
1242,1246,3,3,3
289,211,2,2,2
289,2575,5,13,13
289,1487,5,14,14
289,1840,1,3,3
854,270,3,3,3
854,1462,4,6,6
854,31,1,2,2
1169,1007,4,6,6
1169,1153,3,5,5
808,2253,3,4,4
808,268,1,1,1
808,1280,3,7,7
381,1293,1,2,2
381,1814,2,2,2
381,1390,1,1,1
381,1682,2,4,5
381,1292,3,3,3
381,134,4,8,9
133,1457,1,1,1
133,1729,1,1,1
638,110,2,4,4
328,1600,8,42,42
328,1622,1,1,1
128,55,1,1,1
128,1866,1,1,1
680,1437,1,1,1
680,1735,1,1,1
680,588,4,4,5
148,1903,2,2,3
148,1584,1,1,1
480,476,1,1,1
480,481,5,5,5
480,1530,4,4,4
480,271,1,1,1
141,1428,6,11,11
141,183,1,1,1
141,2146,1,1,1
1790,1356,4,5,7
1828,1309,2,3,3
48,258,2,2,2
48,1314,12,14,14
2260,962,1,2,2
2260,1199,1,2,2
1062,488,1,1,1
1062,1747,2,2,2
236,237,2,3,3
1608,1408,4,6,6
1608,1635,2,3,3
1608,1079,1,1,1
1608,1536,1,1,1
1867,759,7,21,22
1867,1559,15,37,38
636,225,1,1,1
1554,424,1,1,3
1554,2261,7,8,8
1554,1553,5,7,8
1554,2263,1,1,1
1554,1200,2,10,13
1761,427,1,1,1
1761,1263,13,78,85
1761,1758,1,1,1
1761,1640,6,25,31
1761,1643,4,5,6
1761,1262,5,12,12
1761,1760,5,10,11
1005,1888,4,5,6
1005,1498,6,6,6
657,1426,2,3,3
797,744,4,11,11
1046,761,2,2,2
172,805,1,1,1
172,1394,9,22,22
172,1291,3,3,3
172,1482,13,26,26
1141,1668,2,2,2
1141,1875,2,2,2
1141,1810,1,1,1
1141,1000,1,1,1
410,593,5,7,7
410,159,2,2,2
644,968,2,5,5
305,1496,2,2,2
305,1383,4,4,4
82,1607,1,1,1
1601,1757,1,1,1
1601,1856,2,3,3
1601,1633,2,3,3
758,937,4,8,8
1633,1234,3,3,3
427,1761,1,1,1
427,1640,2,2,2
427,1760,1,1,1
296,987,3,4,4
296,1579,1,1,1
296,363,1,1,1
296,1416,4,14,14
1455,38,1,1,1
213,1257,8,26,26
213,1201,2,2,2
213,794,1,1,1
596,1476,1,1,1
36,964,2,2,3
36,580,4,4,6
36,1201,6,13,16
36,189,8,13,17
36,1040,8,11,14
1263,427,1,1,1
1263,1759,2,3,3
1263,1758,2,7,8
1263,1760,2,6,6
1263,1640,8,13,13
1263,1643,3,3,3
1263,1262,9,17,17
1263,1761,2,11,11
606,342,2,3,3
606,653,1,1,1
1314,258,2,2,2
1314,48,3,4,4
1805,1382,2,2,2
1805,286,2,2,2
1833,2013,3,3,6
1833,1322,1,2,3
1833,1526,17,44,70
1833,1336,7,9,10
1833,256,16,35,55
498,800,4,6,6
498,1297,11,24,25
498,1745,1,2,2
498,1301,5,9,10
1561,1941,13,16,16
101,174,3,3,3
1555,632,1,1,1
1035,1364,2,2,2
1035,1427,1,1,1
1928,743,2,5,5
1928,742,2,3,3
1928,1766,1,1,1
1928,1442,3,3,3
215,1585,1,1,1
1825,621,4,5,5
1934,1674,4,5,5
1940,2008,1,1,1
1940,1022,1,1,1
1940,1997,1,1,1
1940,1330,2,2,2
212,921,1,1,1
212,653,1,1,1
212,649,1,1,1
212,652,4,8,8
1839,526,1,1,1
1839,180,1,2,2
1839,1084,1,1,1
1839,716,1,1,1
1839,715,2,4,4
346,322,3,44,45
1634,1515,2,3,3
1634,1710,2,2,3
1792,601,7,9,9
1792,13,3,4,4
1674,1934,1,3,3
1732,1565,3,3,3
1913,378,1,1,1
1913,1452,2,2,2
1913,93,1,1,1
1913,1414,3,3,3
1913,1033,1,1,1
1600,1622,1,1,1
1600,1895,1,1,1
1441,1829,1,1,1
1583,53,1,1,1
2266,1060,1,2,2
2266,2256,1,1,1
2266,2267,3,3,3
1528,988,2,2,2
1528,1003,1,2,2
1528,1523,1,1,1
1528,1156,1,1,1
1528,1095,2,2,2
1646,76,1,1,1
1646,1801,2,2,3
1646,1304,11,24,25
1646,1289,3,5,5
1646,1207,4,4,4
1646,1357,2,7,7
1646,77,6,7,7
1646,1366,6,8,9
1646,1620,2,2,2
2264,2265,2,2,2
2264,2266,2,4,4
2264,1060,1,2,2
2264,2256,1,1,1
