EdgeA,EdgeB,FamilyWeight,LanguageWeight,WordWeight
1275,1689,1,1,1
1275,1711,2,2,2
1275,1806,1,1,1
1275,390,1,1,1
1275,1743,1,1,1
1275,1828,2,2,2
1275,1897,1,1,1
1275,708,1,1,1
1275,1869,2,2,2
1275,1246,1,1,1
1275,218,1,1,1
1275,1635,4,4,4
1275,212,1,1,1
1275,718,3,3,3
1275,1128,1,1,1
1275,1069,1,1,1
1275,1209,1,1,1
1275,974,1,1,1
1275,1671,1,1,1
1275,1278,1,1,1
1275,1623,2,2,2
1275,85,2,3,3
1275,1611,1,1,1
1275,1831,1,1,1
1275,1675,2,11,11
1275,1596,1,1,1
1275,501,1,1,1
1275,180,1,1,1
1275,157,1,1,1
1275,706,1,1,1
1275,1631,1,1,1
1275,163,1,1,1
1275,1224,1,2,2
1275,1816,1,1,1
915,205,1,1,1
915,1500,1,1,1
915,943,1,1,1
915,1088,1,1,1
283,1883,1,1,1
283,1272,1,1,1
283,171,1,1,1
283,1560,1,1,1
283,53,1,1,1
283,1145,1,1,1
283,1984,1,1,1
283,691,1,1,1
283,1244,1,1,1
800,1709,1,1,1
800,1673,1,1,1
800,1712,1,1,1
800,1371,1,1,1
800,277,1,1,1
800,1243,1,1,1
800,677,1,1,1
800,772,1,1,1
800,1081,1,1,1
800,1905,1,1,1
800,1130,1,1,1
800,906,1,1,1
800,18,1,1,1
800,1216,1,1,1
800,834,6,7,7
800,1208,1,1,1
800,1033,1,1,1
800,1297,15,23,23
800,379,1,1,1
800,809,1,1,1
800,1212,1,1,1
800,1778,1,1,1
800,1277,1,1,1
800,1745,10,53,56
800,272,1,1,1
800,171,1,1,1
800,1600,2,2,2
800,1963,1,1,1
800,892,1,1,1
800,386,1,1,1
800,1131,1,1,1
800,490,1,1,1
800,1801,1,1,1
800,1811,1,1,1
800,191,1,1,1
800,819,1,1,1
800,1940,1,1,1
800,344,2,2,2
800,785,1,1,1
800,1209,1,1,1
800,1251,1,1,1
800,1763,1,1,1
800,11,1,1,1
800,744,1,1,1
800,779,2,2,2
800,1410,1,1,1
800,1233,1,1,1
800,504,1,1,1
800,88,1,1,1
800,192,1,1,1
800,1301,3,3,3
800,1620,1,1,1
800,1463,1,1,1
800,832,1,1,1
800,1816,1,1,1
800,1457,1,1,1
800,498,3,5,5
800,628,1,1,1
1264,1672,1,1,1
1264,1752,1,1,1
1264,357,1,1,1
1264,43,1,1,2
1264,2118,1,1,1
1264,1292,1,1,1
1264,414,1,2,2
1264,13,1,1,1
1264,1888,1,1,1
1264,636,1,1,1
1264,1823,1,1,1
1264,708,1,1,1
1264,1456,1,1,1
1264,1107,1,1,1
1264,813,1,1,1
1264,1134,1,1,1
1264,1384,1,1,1
1264,1102,1,1,1
1264,581,2,2,2
1264,765,3,4,4
1264,1152,1,1,1
1264,1533,1,1,1
1264,503,1,1,1
1264,1387,1,1,1
1264,1085,1,1,1
1264,1588,4,4,4
1264,1869,2,2,2
1264,158,1,1,1
1264,1442,1,1,1
1264,218,1,1,1
1264,1437,1,1,1
1264,1127,1,1,1
1264,1990,1,1,1
1264,480,1,1,1
1264,998,1,1,1
1264,1593,1,1,1
1264,748,1,1,1
1264,2135,18,23,23
1264,1181,1,1,1
1264,1920,1,1,1
1264,1793,1,1,1
1264,142,1,1,1
1264,1513,1,1,1
1264,742,1,1,1
1264,2017,1,1,1
1264,582,2,2,2
1264,1902,1,1,1
1264,1090,1,1,1
1264,734,1,1,1
1264,479,1,1,1
1264,1445,2,2,2
1264,1474,1,1,1
1264,1047,1,1,1
133,1849,1,1,1
133,1672,1,1,1
133,2252,1,1,1
133,1839,1,1,1
133,333,9,13,14
133,1526,1,1,1
133,700,1,2,2
133,1898,1,1,1
133,621,1,1,1
133,1729,35,99,105
133,234,1,1,1
133,155,1,1,1
133,288,1,1,1
133,383,1,1,1
133,2262,1,1,1
133,121,5,10,10
133,1198,1,1,1
133,962,1,1,1
133,2253,1,1,1
133,714,1,1,1
133,1838,1,1,1
133,1428,1,1,1
133,256,1,1,1
133,1435,1,1,1
133,605,1,1,1
133,713,1,1,1
133,2575,3,4,4
133,1917,2,2,2
133,277,1,1,1
133,1355,1,2,2
133,581,1,1,1
133,1068,1,5,5
133,1152,1,1,1
133,289,1,2,2
133,1046,1,1,1
133,108,2,2,2
133,171,1,1,1
133,1847,1,1,1
133,170,1,1,1
133,485,1,1,1
133,1498,1,1,1
133,129,1,1,1
133,1417,2,2,2
133,1336,1,1,1
133,525,1,1,1
133,1580,1,1,1
133,430,5,5,5
133,1403,1,1,1
133,1172,1,1,1
133,1545,1,1,1
133,274,1,1,1
133,1217,1,1,1
133,1634,1,1,1
133,1787,3,3,3
133,1432,1,1,1
133,1558,1,1,1
133,262,1,1,1
133,998,1,1,1
133,1599,1,1,1
133,1413,1,1,1
133,1263,1,1,1
133,769,1,1,1
133,1487,1,1,1
133,1446,1,2,2
133,321,2,2,2
133,1547,1,1,1
133,1840,2,3,3
133,52,1,1,1
133,1113,1,1,1
133,1735,1,1,1
133,1051,1,1,1
133,1447,1,1,1
133,1457,4,4,4
133,1314,1,1,1
133,43,1,1,1
133,1033,1,1,1
133,861,1,1,1
133,338,1,1,1
133,215,1,1,1
133,355,1,1,1
133,721,1,1,1
133,834,1,1,1
78,169,4,4,4
78,1494,1,1,1
78,881,1,1,1
78,1937,1,1,1
78,1834,1,1,1
78,1211,2,2,2
78,262,2,2,3
78,1376,1,1,1
78,1506,1,1,1
78,1487,1,1,1
78,738,1,1,1
78,156,1,1,1
78,1428,1,1,1
829,256,1,1,1
829,2014,1,1,1
829,1583,1,1,1
829,803,1,1,1
829,943,1,1,1
829,1367,1,1,1
829,281,3,3,3
829,420,1,2,2
829,772,1,1,1
829,1844,1,1,1
829,705,1,1,1
829,670,1,1,1
829,1671,1,2,2
829,740,2,2,2
829,1132,14,50,52
829,1562,1,1,1
829,801,1,1,1
829,906,1,2,4
829,809,1,1,1
829,1418,1,1,1
829,1567,1,1,1
829,1888,1,1,1
829,2009,1,1,1
829,356,1,1,1
829,280,7,21,21
829,272,1,1,1
829,1501,1,1,1
829,1870,1,1,1
829,1664,1,1,1
829,1071,1,1,1
829,1803,2,3,3
1348,1501,1,1,1
1348,936,1,1,1
1348,1007,1,1,1
1348,1643,1,1,1
1348,1820,1,1,1
1348,1351,4,15,16
1348,1626,1,1,1
1348,1475,1,1,1
1348,378,1,1,1
1348,312,1,1,1
1348,686,1,1,1
1348,1945,1,1,1
1348,1337,11,39,41
1348,415,1,1,1
1418,1501,1,1,1
1418,1672,1,4,4
1418,808,2,21,21
1418,1403,1,1,1
1418,748,1,1,1
1418,1085,1,1,1
1418,205,1,1,1
1418,1785,1,1,1
1418,1394,1,1,1
1418,2003,1,1,1
1418,1719,3,3,3
1418,1940,1,1,1
1418,1917,1,1,1
1418,618,1,1,1
1418,692,1,1,1
1418,1173,1,1,1
1418,1084,1,1,1
1418,1218,1,1,1
1418,46,14,48,49
1418,1439,2,2,2
1418,1187,1,1,1
1418,787,1,1,1
1418,1845,1,1,1
1418,1359,1,1,1
1418,987,1,1,1
1418,531,1,1,1
1418,112,1,1,1
1418,1921,2,5,5
1418,1434,2,2,2
1418,1541,4,5,5
1418,1172,1,1,1
1418,1135,1,2,2
1418,379,1,1,1
1418,634,1,1,1
1418,1767,4,6,6
1418,1623,1,1,1
1418,1735,1,1,1
1418,1447,1,1,1
1418,1457,1,1,1
1418,1888,1,1,1
1418,215,3,3,3
1418,355,1,2,2
1418,1436,1,1,1
1418,354,1,1,1
1418,1667,1,1,1
1418,1048,1,1,1
1418,119,1,1,1
1418,2133,1,1,1
1418,155,1,1,1
1418,1905,1,1,1
1418,211,1,1,1
1418,1352,1,1,2
1418,622,1,1,1
1418,2253,2,3,3
1418,1428,1,1,1
1418,946,1,1,1
1418,1342,1,1,1
1418,1033,1,1,1
1418,228,3,3,3
1418,1220,1,1,1
1418,1336,1,2,2
1418,1857,1,1,1
1418,2259,1,1,1
1418,1936,1,1,1
1418,1616,1,1,1
1418,348,1,1,1
1418,221,1,1,1
1418,1448,1,1,1
1418,175,1,1,1
1418,1432,1,1,2
1418,2002,2,2,2
1418,1437,1,1,1
1418,923,1,1,1
1418,1507,1,1,1
1418,1990,1,1,1
1418,822,1,1,1
1418,1090,1,1,1
1418,334,1,1,1
1418,277,1,1,1
1418,1405,1,1,1
1418,1564,1,1,1
1418,284,3,5,5
1418,190,1,1,1
1418,1839,1,1,1
1418,643,1,1,1
1059,2266,3,3,3
1059,1801,1,1,1
1059,2267,3,3,3
1059,1781,1,1,1
1059,1058,15,38,40
1059,1442,1,1,1
1059,1060,2,2,2
1059,77,1,1,1
1059,1304,1,1,1
1059,237,2,2,2
1059,1620,4,4,4
1059,1063,2,2,2
1059,1149,1,1,1
1059,1366,3,3,3
1059,2254,1,1,1
1059,1642,2,2,2
1059,236,1,1,1
1059,2255,1,1,1
1065,1977,1,1,1
1065,930,1,1,1
1065,1204,1,1,1
1065,763,1,1,1
1065,1914,1,1,1
1065,293,1,1,1
1065,249,1,1,1
1065,388,2,3,3
1065,539,2,3,3
1065,1632,1,1,1
1065,1252,1,1,1
1065,843,2,2,2
1065,1316,1,1,1
1065,629,1,1,1
1065,1072,1,1,1
1065,1678,1,1,1
1065,916,1,1,1
626,960,2,3,3
626,837,1,1,1
626,1119,1,1,1
626,1673,2,2,2
626,1257,1,1,1
626,630,1,1,1
626,1732,1,1,1
626,2118,2,2,2
626,1651,1,1,1
626,1243,1,1,1
626,299,1,1,1
626,414,1,1,1
626,1124,1,1,1
626,224,1,2,2
626,965,19,42,47
626,1226,1,1,1
626,622,1,1,1
626,921,1,1,1
626,420,1,1,1
626,863,1,1,1
626,2094,2,2,2
626,724,1,1,1
626,1228,34,116,125
626,1994,1,1,1
626,618,1,1,1
626,388,1,1,1
626,1225,2,2,2
626,89,6,7,7
626,1521,1,1,1
626,1392,1,1,1
626,789,1,1,1
626,640,1,1,1
626,2,4,5,6
626,892,2,2,2
626,2259,1,1,1
626,2024,1,1,1
626,1502,1,1,1
626,1547,1,1,1
626,113,1,1,1
626,1922,2,3,3
626,1426,1,1,1
626,586,1,1,1
626,1740,1,1,1
626,1442,1,1,1
626,212,2,2,2
626,1462,1,1,1
626,27,1,1,1
626,1380,1,1,1
626,1399,8,12,12
626,762,1,1,1
626,1300,24,117,131
626,588,1,1,1
626,671,3,3,3
626,723,8,11,11
626,634,1,1,1
626,250,1,1,1
626,769,1,1,1
626,166,13,19,20
626,1200,2,3,3
626,930,1,1,1
626,858,1,1,1
626,1913,1,1,1
626,1731,1,1,1
626,952,1,1,1
626,1902,1,1,1
626,1632,22,38,38
626,1569,1,1,1
626,1006,1,1,1
626,1768,1,1,1
626,1773,1,1,1
626,901,2,2,2
626,652,3,3,3
626,1105,1,1,1
626,1447,1,1,1
626,1219,1,1,1
626,1224,1,1,1
626,1641,1,1,1
626,721,2,2,2
1404,602,1,1,1
1404,358,1,1,1
1404,357,1,1,1
1404,1234,6,14,14
1404,100,6,7,7
1404,1235,1,2,2
1404,123,1,1,1
1404,1464,1,1,1
1404,1269,1,1,1
1404,1884,1,1,1
1404,906,1,1,1
1404,1485,1,1,1
1404,619,1,1,1
1404,1035,1,1,1
1404,1228,1,1,1
1404,509,1,1,1
1404,1883,1,1,1
1404,1068,1,1,1
1404,1595,1,1,1
1404,1218,1,1,1
1404,1303,1,1,1
1404,1405,3,3,3
1404,741,1,1,1
1404,1558,1,2,2
1404,1019,7,10,10
1404,1633,6,14,14
1404,1236,1,2,2
1404,1451,1,1,1
1404,919,1,1,1
1404,53,1,1,1
1404,838,1,1,1
1404,1783,1,1,1
1404,989,1,1,1
1404,1274,1,6,6
1404,1376,1,1,1
1404,1663,1,1,1
1404,1388,1,1,1
1404,1725,16,60,61
1404,1963,2,2,2
1404,1203,1,1,1
1404,1657,5,5,5
1404,2249,1,1,1
1404,262,1,1,1
1404,1632,1,1,1
1404,1606,1,1,1
1404,244,1,1,1
1404,1392,1,1,1
1404,652,1,1,1
1404,1370,1,1,1
1404,1909,1,1,1
1502,1331,6,18,18
1502,1022,1,1,1
1502,170,1,1,1
1502,763,1,4,4
1502,1213,1,1,2
1502,759,1,1,1
1502,601,1,1,1
1502,782,2,2,2
1502,1432,1,1,1
1502,1380,1,1,1
1502,820,3,5,5
1502,1674,1,1,1
1502,998,1,1,1
1502,797,1,1,1
1502,588,1,1,1
1502,1430,1,2,2
1502,1344,2,2,2
1502,1972,2,3,4
1502,2259,1,1,1
1502,1335,1,1,1
1502,832,1,1,1
1502,1410,1,1,1
1502,1731,1,1,1
1502,1648,1,1,1
1502,1152,1,1,1
1502,634,1,1,1
1502,783,2,5,5
1502,1272,1,1,2
1502,1424,1,1,1
1502,264,7,11,13
1502,1345,1,1,1
1502,171,1,1,1
1502,686,1,1,1
1502,744,1,1,1
1502,1936,1,1,1
1502,598,1,1,1
1502,629,1,3,3
1502,1696,1,1,1
1403,354,1,1,1
1403,377,1,1,1
1403,758,1,1,1
1403,1230,1,1,1
1403,1526,1,1,1
1403,1729,1,1,1
1403,1084,1,1,1
1403,647,1,1,1
1403,1135,1,1,1
1403,1359,1,1,1
1403,155,2,2,2
1403,158,1,1,1
1403,337,1,1,1
1403,121,1,2,2
1403,1025,1,1,1
1403,1455,1,1,1
1403,1726,1,1,1
1403,1456,1,1,1
1403,1437,1,1,1
1403,1229,1,1,1
1403,946,1,1,1
1403,862,1,1,1
1403,1602,1,1,1
1403,1766,1,1,1
1403,1302,1,1,1
1403,289,1,1,1
1403,695,1,1,1
1403,2254,1,1,1
1403,606,1,1,1
1403,378,2,2,2
1403,1336,6,8,8
1403,629,1,1,1
1403,1875,1,1,1
1403,1775,1,1,1
1403,617,1,1,1
1403,1131,1,1,1
1403,1776,1,1,1
1403,1676,1,1,1
1403,1448,1,1,1
1403,2021,1,1,1
1403,1461,1,1,1
1403,1435,2,2,2
1403,1432,4,5,8
1403,749,1,1,1
1403,214,1,1,1
1403,1434,1,1,1
1403,141,1,1,1
1403,95,1,1,1
1403,1098,1,1,1
1403,1423,2,2,2
1403,379,1,1,1
1403,321,9,14,14
1403,611,1,1,1
1403,863,1,1,1
1403,1537,1,1,1
1403,930,1,1,1
1403,1391,1,1,1
1403,1735,2,2,2
1403,1913,1,1,1
1403,1172,1,1,1
1403,148,1,2,2
1403,291,1,1,1
1403,1624,1,1,1
1403,479,1,1,1
1403,1079,1,1,1
1403,1608,1,1,1
1403,190,2,2,2
1403,355,1,1,1
1403,1047,1,1,1
1403,817,1,1,1
1403,1287,1,1,1
1416,1280,1,1,1
1416,773,2,2,2
1416,1421,1,1,1
1416,715,1,1,1
1416,734,1,1,1
1416,1417,1,2,2
1416,1486,1,1,1
1416,123,1,1,1
1416,1836,1,1,1
1416,363,12,21,22
1416,1014,1,1,1
1416,1227,1,1,1
1416,1922,1,1,1
1416,1269,1,1,1
1416,1456,1,1,1
1416,737,1,1,1
1416,792,1,1,4
1416,813,1,1,1
1416,610,1,1,1
1416,1928,1,1,1
1416,629,1,1,1
1416,1766,1,1,1
1416,1244,1,1,1
1416,695,1,1,1
1416,663,1,1,1
1416,1828,1,1,1
1416,568,2,2,2
1416,987,11,18,18
1416,2259,1,1,1
1416,1757,1,1,1
1416,2003,1,1,1
1416,1703,1,1,1
1416,763,2,2,2
1416,1476,3,3,3
1416,1442,1,1,1
1416,216,1,1,1
1416,203,1,1,1
1416,1459,1,1,1
1416,1984,1,1,1
1416,692,1,1,1
1416,634,1,1,1
1416,1840,1,2,2
1416,1936,1,1,1
1416,1735,1,1,1
1416,733,1,1,1
1416,624,1,1,1
1416,367,5,5,5
1416,584,1,1,1
1416,214,1,1,1
1416,1221,1,1,1
1416,479,1,1,1
1416,1471,1,1,1
1416,674,1,1,1
1416,296,6,14,14
1416,215,1,1,1
1416,1480,1,1,1
1416,1504,1,1,1
1416,1422,5,5,5
1416,1803,1,1,1
1829,326,1,1,1
1829,2252,1,1,1
1829,371,1,1,1
1829,1321,1,1,1
1829,208,1,1,1
1829,1849,1,1,1
1829,232,1,1,1
1829,119,2,3,3
1829,684,1,1,1
1829,1090,1,1,1
1829,1222,1,1,1
1829,1330,1,1,1
1829,773,1,1,1
1829,1269,1,1,1
1829,1704,1,1,1
1829,1456,1,1,1
1829,1374,1,1,1
1829,1277,1,1,1
1829,127,1,2,2
1829,809,1,1,1
1829,1690,1,1,1
1829,667,1,1,1
1829,568,1,1,1
1829,1441,11,14,14
1829,1879,3,4,4
1829,365,3,3,3
1829,430,1,1,1
1829,1703,1,2,2
1829,938,1,1,1
1829,956,3,3,3
1829,1414,1,1,1
1829,1113,1,1,1
1829,1127,1,1,1
1829,366,1,1,1
1829,1655,1,1,1
1829,1109,1,1,2
1829,1209,1,1,1
1829,670,1,1,1
1829,1840,1,1,1
1829,52,1,1,1
1829,1562,1,1,1
1829,1003,1,1,1
1829,2017,1,1,1
1829,1519,5,5,5
1829,178,1,1,1
1829,860,1,1,1
1829,1754,1,1,1
1829,478,1,1,1
1829,755,1,1,1
1829,421,1,1,1
1829,352,1,1,1
1829,2008,1,1,1
1829,998,1,1,1
1829,1539,1,1,1
1829,363,1,1,1
1889,221,1,1,1
1889,197,1,1,1
1889,630,1,1,1
1889,1052,1,1,1
1889,148,1,1,1
1889,141,7,11,11
1889,88,1,1,1
1889,288,1,1,1
1889,250,1,1,1
1889,622,1,1,1
1889,737,4,6,6
1889,1428,3,3,3
1697,1859,1,1,1
729,1339,6,11,12
729,354,1,1,1
729,307,1,1,1
729,1733,2,2,2
729,1375,1,1,1
729,989,1,1,1
729,700,1,1,1
729,630,4,5,5
729,679,3,4,4
729,672,7,9,9
729,1877,2,2,3
729,1335,1,1,1
729,1322,1,1,1
729,291,1,1,1
729,1225,2,2,2
729,2139,1,1,1
729,1406,1,1,1
729,1329,3,3,3
729,412,1,1,1
843,1860,1,1,1
843,1200,1,1,1
843,1858,1,1,1
843,1449,1,1,1
843,1895,1,1,1
843,1151,1,1,1
843,112,1,1,1
843,277,1,1,1
843,1259,1,1,1
843,587,1,1,1
843,1079,1,1,1
843,2132,1,1,1
843,1489,1,1,1
843,620,1,1,1
843,851,1,1,1
843,864,1,1,1
1469,1692,2,11,11
1469,24,1,1,1
1469,1699,8,10,10
1469,1241,1,1,4
1469,1704,2,4,4
1469,1601,1,1,1
1469,1475,1,5,5
1469,1942,1,1,1
1469,1569,1,1,1
1469,708,1,1,1
1469,633,1,1,1
1469,1821,1,5,5
1469,1747,1,1,1
1469,635,1,1,1
1469,1700,3,4,4
845,1494,2,2,2
845,1625,1,1,1
845,1172,1,1,1
845,1417,22,42,45
845,730,1,1,1
845,1432,1,1,1
845,2133,2,2,2
845,1482,1,1,1
845,155,2,2,2
845,383,1,1,1
845,239,1,1,1
845,1487,1,1,1
845,1066,3,3,4
845,1456,1,1,1
845,1763,1,1,1
845,946,1,2,2
845,1917,1,1,1
845,736,1,1,1
845,127,4,4,4
845,1235,1,1,1
845,1690,1,1,1
845,1181,1,1,1
845,579,1,1,1
845,681,1,1,1
845,355,2,2,2
568,1280,1,1,1
568,2252,1,1,1
568,1752,1,2,2
568,371,1,2,2
568,1213,1,1,1
568,667,1,1,1
568,700,1,1,1
568,2014,1,1,1
568,2118,1,1,1
568,1877,1,1,1
568,1445,1,1,1
568,3,1,1,1
568,273,1,1,1
568,737,1,1,1
568,357,1,1,1
568,657,1,1,1
568,1228,1,1,1
568,1102,21,60,68
568,919,1,1,1
568,1209,1,1,1
568,504,1,1,1
568,1602,5,8,8
568,1903,1,1,1
568,1244,1,1,1
568,1561,1,1,1
568,719,1,1,1
568,711,1,1,1
568,1156,1,1,1
568,1441,3,4,4
568,1428,1,1,1
568,1215,1,1,1
568,301,1,1,1
568,964,1,1,1
568,1453,1,1,1
568,1922,3,3,3
568,1442,8,10,11
568,718,1,1,1
568,1432,1,1,1
568,503,2,2,2
568,1265,1,1,1
568,1929,1,1,1
568,1107,4,6,6
568,705,25,72,76
568,974,1,1,1
568,1840,1,1,1
568,1046,1,1,1
568,1591,3,3,3
568,749,1,1,1
568,501,6,11,12
568,1399,1,1,1
568,509,1,1,1
568,1090,1,1,1
568,1884,1,1,4
568,479,4,9,9
568,2001,1,1,1
568,418,1,1,1
568,787,1,1,1
568,367,5,5,5
748,1280,1,1,1
748,1660,1,1,1
748,602,1,1,1
748,481,1,1,1
748,1752,1,1,1
748,357,1,1,1
748,808,1,1,1
748,1890,1,1,1
748,1417,1,2,2
748,1413,1,1,1
748,1486,26,52,53
748,1672,1,1,1
748,141,1,1,1
748,1409,1,1,1
748,2133,1,1,1
748,291,1,1,1
748,1119,1,1,1
748,1541,12,14,14
748,1226,1,1,1
748,46,1,1,1
748,1456,4,4,4
748,1040,1,1,1
748,1487,1,2,2
748,957,1,1,1
