1674,POOR,251
1011,BRIDGE,252
1464,LADDER,252
757,BUTTON,253
1917,TIE,253
760,KNOT,253
636,MILL,254
225,PESTLE,254
224,MORTAR CRUSHER,254
613,HIGH TIDE,255
891,TIDE,255
1026,LOW TIDE,255
321,CHEW,256
247,TAN,256
1403,BITE,256
1744,SPLEEN,257
489,KIDNEY,257
832,BEAN,257
1224,LIVER,257
1483,NINE,257
599,DRIVER'S LICENSE,258
1356,NUMBER,258
1790,LICENSE PLATE,258
1648,ANVIL,259
278,AWL,259
1979,CHISEL,259
356,SHEARS,259
263,HERDSMAN,259
1707,TWELVE,260
753,PUPIL,260
1038,TEACHER,260
852,PRIEST,260
1772,ELK,261
1876,REINDEER,261
1179,DAY AFTER TOMORROW,262
1180,DAY BEFORE YESTERDAY,262
1385,PEPPER,263
919,CHILI PEPPER,263
1121,SECRET,264
1719,BURY,264
602,HIDE (CONCEAL),264
1058,STEPDAUGHTER,265
1059,STEPSON,265
203,MARRY,266
1259,WEDDING,266
1785,HAVE SEX,266
1855,BIRCH,267
968,ACORN,267
644,OAK,267
1950,BEECH,267
769,ROOF,268
279,THATCH,268
1782,GUEST,269
1350,MONKEY,269
791,STRANGER,269
1358,ENEMY,269
1192,THREATEN,270
299,SCOLD,270
8,CURSE,270
1482,SHOULDER,271
1994,COLLARBONE,271
172,SHOULDERBLADE,271
2018,GREEDY,272
1774,STINGY,272
40,ENVY,273
1705,EIGHT,273
82,ANGER,273
1607,HATE,273
1879,DANCE,274
1261,SING,274
1413,PLAY,274
2014,GO DOWN (DESCEND),275
1922,LAND (DESCEND),275
502,NAIL (TOOL),276
361,PEG,276
1843,THOUSAND,276
1213,YOU,277
1215,THOU,277
1160,THIEF,278
713,STEAL,278
901,ADOBE,279
1006,BRICK,279
752,STORE,280
633,MARKET,280
3,BRAVE,281
1779,DARE,281
346,BANYAN,282
322,FIG,282
782,DEFEAT,283
783,VICTORY,283
174,PROUD,284
101,BOAST,284
136,HERE,285
197,OTHER,285
1354,NEXT,285
1937,THERE,285
1595,SOUTH,286
1598,NORTH,286
244,LEFT,286
56,BAD LUCK,287
107,OMEN,287
720,GOOD LUCK,287
925,CASSAVA,288
407,MANIOC BREAD,288
1044,PILLOW,289
879,COUGH,289
1621,SNEEZE,289
1776,SHAME,289
957,WHALE,290
1110,SHARK,290
1479,DOLPHIN,290
1375,WINDOW,291
1567,DOOR,291
1655,BLINK,292
379,BLUNT,292
1653,BLIND,292
65,AMBUSH,293
1125,BALD,293
590,NAKED,293
2024,PLOT,293
1061,ARMOUR,294
1064,SHIELD,294
1857,CROCODILE,295
1555,CHAMELEON,295
632,LIZARD,295
1360,DUCK,296
1187,GOOSE,296
950,SEAGULL,296
1974,CENTIPEDE,297
238,PRAWNS,297
1538,SCORPION,297
883,TERMITE,298
587,ANT,298
1838,NAVEL,298
917,ORNAMENT,299
1029,JEWEL,299
1886,ARMPIT,300
663,BAY,300
610,PORT,300
1754,BRACELET,301
1374,RING,301
867,GLOVE,301
390,PUNISHMENT,302
218,FINE (PENALTY),302
1430,STAR,303
1791,BUTTERFLY,303
206,FIREFLY,303
1284,BANK,304
1476,CHAIR,304
596,POSTAGE STAMP,304
902,ADULTERY,305
1610,PROSTITUTE,305
953,RAPE,305
1788,TELEVISION,306
216,MOVIE,306
1144,WITNESS,307
1082,MERCHANT,307
2020,PLAINTIFF,307
303,ABSTAIN FROM FOOD,308
853,ALTAR,308
1982,WHIRLPOOL,308
622,ISLAND,309
1569,CHEESE,309
1105,CAMP,310
260,SAVANNA,310
68,TATTOO,311
162,HICCOUGH,311
139,GUMS,312
308,TOUCAN,313
135,BOOMERANG,314
1967,CALENDAR,315
1693,THURSDAY,316
616,HOSPITAL,317
1893,QUAIL,318
1695,TUESDAY,319
233,SNOWSHOE,320
261,ARCTIC LIGHTS,321
840,CORMORANT,322
1804,BOMB,323
847,THIRSTY,324
