1494,DIE,103
1625,DEAD,103
767,CORPSE,103
884,SHARE,104
1119,DIVIDE,104
1359,SEPARATE,104
1562,MIND,105
1583,BRAIN,105
1609,IDEA,105
1162,INTENTION,105
890,MULE,106
615,HORSE,106
936,STALLION,106
1862,DONKEY,106
938,MARE,106
1871,CAMEL,106
1647,FOAL,106
1817,WEST,107
477,LATE,107
1807,AFTERNOON,107
1373,TEA,107
701,SLOW,107
425,BE LATE,107
813,DO,108
734,MAKE,108
1565,HEAVEN,109
1732,SKY,109
1671,TOWER,110
851,STABLE,110
736,YARD,110
1690,FENCE,110
223,THRESHING-FLOOR,110
1938,FORTRESS,110
933,WALL,110
762,OUTSIDE,110
594,PIECE,111
816,HALF,111
1694,WEDNESDAY,111
779,PART,111
1093,MIDDLE,111
1258,FINGERNAIL,112
72,CLAW,112
1851,POCKET,113
389,FISH TRAP,113
1075,TRAP (PITFALL),113
293,NETBAG,113
1539,BASKET,113
388,FISHNET,113
484,CONDEMN,114
1818,ADJUDICATE,114
861,JUDGE,114
1067,JUDGMENT,114
983,CONVICT,114
1957,GOITER,114
1068,COURT,114
1384,SECOND,115
1888,PAIR,115
1498,TWO,115
1546,TWICE,115
219,TOILET,115
1005,TWINS,115
88,BEEHIVE,116
874,CANDY,116
1517,WASP,116
942,HONEY,116
665,BEE,116
2002,DITCH,117
1794,FURROW,117
1773,GRAVE,117
1667,HOLE,117
1155,CAVE,117
1537,SPRINGTIME,118
1226,YEAR,118
1276,AUTUMN,118
1789,AGE,118
1342,SUMMER,118
678,BEARD,119
798,JAW,119
1510,CHIN,119
49,REFUSE,120
1550,PREVENT,120
83,FORBID,120
755,DENY,120
1434,STAB,121
1418,DIG,121
46,HOLLOW OUT,121
1501,BORE,121
1338,PEACE,122
258,CALM,122
48,BE SILENT,122
1314,QUIET,122
1745,HIP,123
294,TUMPLINE,123
805,SPINE,123
1291,BACK,123
1681,WAIST,123
772,BELT,123
1394,BONE,123
845,MURDER,124
1417,KILL,124
127,EXTINGUISH,124
1686,BEHIND,125
1685,AFTER,125
624,LAKE,126
623,LAGOON,126
1709,FIFTEEN,126
1092,HOPE,127
923,LOVE,127
643,NEED (NOUN),127
1784,WANT,127
1185,VULTURE,128
913,CROW,128
1905,EAGLE,128
828,RACCOON,128
307,HAWK,128
334,COOKHOUSE,129
1143,OVEN,129
859,STOVE,129
185,FIREPLACE,129
311,BODY LOUSE,130
310,HEAD LOUSE,130
1527,TICK,130
657,PRICE,131
369,OWE,131
1122,WAGES,131
1914,DEBT,131
1081,BILL,131
1426,EXPENSIVE,131
1230,DIRTY,132
1292,BAD,132
1548,UGLY,132
781,FEAR (FRIGHT),133
1141,PITY,133
1572,SURPRISED,133
1810,DANGER,133
1875,REGRET,133
1668,GRIEF,133
1000,ANXIETY,133
941,MEAD,134
1639,BEER,134
404,ALCOHOL (FERMENTED DRINK),134
1524,WINE,134
272,TONGS,135
1302,FORK,135
338,RAKE,135
1299,COFFEE,135
337,PITCHFORK,135
1378,SPOON,135
108,RUDDER,136
234,PADDLE,136
1849,ROW,136
1909,SHAKE,137
765,MOVE,137
6,EARTHQUAKE,137
274,KNEAD,137
2017,MIX,137
52,SHIVER,137
806,BLANKET,138
326,CLOAK,138
327,PONCHO,138
195,MAT,138
292,RUG,138
1898,SPECTACLES,139
1321,BOTTLE,139
604,GLASS,139
1171,MIRROR,139
829,RAFTER,140
1132,BEAM,140
280,RIDGEPOLE,140
1088,SINK (DESCEND),141
119,DIVE,141
1904,DROWN,141
129,CHOKE,141
1462,POT,142
31,PAN,142
270,JUG,142
854,KETTLE,142
1313,MOON,143
1370,MONTH,143
655,POISON,144
348,FISH POISON,144
395,PILL,144
1463,DRUNK,144
1372,MEDICINE,144
1134,DIVORCE,145
1172,SHOOT,145
1468,LOOK FOR,145
1456,THROW,145
1435,HUNT,145
2007,BOLT (OF LIGHTNING),146
1150,THUNDER,146
1654,LIGHTNING,146
245,BROOM,147
230,SWEEP,147
1436,SCRATCH,147
1454,WIPE,147
1767,SCRAPE,147
1449,RUB,147
1232,WARM,148
1534,FEVER,148
1286,HOT,148
673,SCHOOL,149
1603,MOSQUE,149
335,MEETING HOUSE,149
1045,POET,149
911,TEMPLE,149
1349,CHURCH,149
1127,SEND,150
1128,ORDER,150
1846,RULE,150
579,BATTLE,151
1423,FIGHT,151
1848,QUARREL,151
1176,SPADE,152
284,HOE,152
1901,SHOVEL,152
1124,PIPE,153
2136,BRASS INSTRUMENT (HORN OR TRUMPET),153
1927,BAMBOO,153
1305,CHIMNEY,153
1393,HORN (ANATOMY),153
777,FLUTE,153
359,POTTER,154
1001,BLACKSMITH,154
877,MASON,154
1042,CARPENTER,154
914,SCULPTOR,154
288,FORGE,154
875,SHOEMAKER,154
881,TAILOR,154
159,SWEET POTATO,155
410,YAM,155
593,POTATO,155
812,SLAVE,156
1281,PRISON,156
255,SERVANT,156
1072,PRISONER,156
640,MUD,157
1399,CLAY,157
1145,SWAMP,157
1604,TEMPLES,158
123,FOREHEAD,158
1248,EYE,158
1560,FACE,158
1730,CHEEK,158
822,HOW MANY,159
531,HOW MUCH,159
1382,NEEDLE (FOR SEWING),160
286,NEEDLE TREE,160
64,PIN,160
1805,INJECTION,160
645,OCEAN,161
1474,SEA,161
1864,HUNGER,162
199,FAMINE,162
848,THIRST,162
1533,BE HUNGRY,162
1488,FAUCET,163
1340,WITH,163
1290,ELEPHANT,163
1577,AND,163
1014,OR,163
204,AGAIN,163
479,GROW,164
1202,BIG,164
1244,THICK,164
283,PADDY,164
1243,WIDE,164
1627,CHAIN,165
1961,NECKLACE,165
1860,BEAD,165
1188,CHARCOAL,166
67,EMBERS,166
386,BATTLE-AXE,167
290,ADZE,167
677,AXE,167
329,STOCKING,168
1381,SHOE,168
585,BOOT,168
240,ELECTION,168
16,SLED,169
2249,THIN (OF SHAPE OF OBJECT),169
1267,NARROW,169
1090,BE BORN,170
1123,PREGNANT,170
1087,CONCEIVE,170
1152,BEGET,170
291,PULL OFF (SKIN),171
275,PEEL,171
601,LIE (MISLEAD),172
13,DECEIT,172
1792,PERJURY,172
1074,FISHHOOK,173
1071,HOOK,173
295,WHETSTONE,174
660,REEF,174
2125,STONE OR ROCK,174
618,PRECIPICE,174
2118,MOUNTAIN OR HILL,174
1666,MUTE,175
1518,STUPID,175
996,DEAF,175
1899,MAD,175
1085,FOLLOW,176
1047,PURSUE,176
1396,SHARP,177
372,POINTED,177
1046,SHUT,178
761,COVER,178
1351,SOW (FEMALE PIG),179
1348,BOAR,179
1337,PIG,179
1173,EYEBROW,180
1540,EYELASH,180
17,EYELID,180
418,FOR A LONG TIME,181
1656,NEVER,181
1544,SOMETIMES,181
1676,ALWAYS,181
98,ALL,181
1852,OFTEN,181
1186,LAST (ENDURE),181
1355,LAUGH,182
1451,SMILE,182
1315,RADIO,183
642,MUSIC,183
1096,SONG,183
1157,BECAUSE,184
1238,WHEN,184
860,CAUSE,184
1459,IF,184
646,ASH,185
1594,FLOUR,185
2,DUST,185
1368,BREAD,185
273,DOUGH,185
876,ARCH,186
1733,RAINBOW,186
977,ARROW,186
994,BOW,186
930,VILLAGE,187
1391,TOWN,187
1489,CLOUD,188
249,FOG,188
175,BLOW (OF WIND),189
1025,WHISTLE,189
360,FAN ACTION,189
1971,FAN (OBJECT),189
208,NASAL MUCUS (SNOT),190
102,COMMON COLD (DISEASE),190
1287,COLD,190
1471,WINTER,190
1446,COME,191
1778,APPROACH,191
1387,ARRIVE,191
1825,COPPER,192
627,LEAD (CHEMICAL ELEMENT),192
621,IRON,192
358,TINPLATE,192
1051,CAN,192
1704,SEVEN,193
1692,FRIDAY,193
1469,WEEK,193
1699,SUNDAY,193
1700,SATURDAY,193
142,RETURN HOME,194
85,GIVE BACK,194
581,COME BACK,194
1361,TOOL,195
1566,GUN,195
951,WEAPONS,195
681,DESTROY,196
1116,DAMAGE,196
44,INJURE,196
797,TESTICLES,197
744,EGG,197
387,SLING,198
2139,MUROID (MOUSE OR RAT),198
788,SOAP,198
641,MUSHROOM,198
1768,FOAM,198
908,DRUM,198
1278,VOMIT,198
931,MILLET,198
503,FROG,198
1916,GILL,199
1247,EAR,199
770,EARRING,199
18,EARLOBE,199
1264,CHANGE,200
2135,TRADE OR BARTER,200
1945,IDOL,201
1367,CROSS,201
1002,STATUE,201
617,ICE,202
784,SNOW,202
1977,DEW,202
2013,BAIT,203
620,INSECT,203
1219,WORM,203
730,SNAKE,203
214,STRETCH,204
38,SPREAD OUT,204
1455,PULL,204
1137,TENDON,205
670,ROOT,205
525,BLOOD VESSEL,205
215,LIE DOWN,206
1920,DREAM (SOMETHING),206
1585,SLEEP,206
882,PARROT,207
735,OWL,207
758,HERON,207
1983,SNORE,207
749,ENTER,207
96,CRAWL,207
1013,FRESHWATER EEL,207
1853,DOVE,207
838,REMAINS,207
1941,SOLDIER,208
1561,ARMY,208
656,POLICE,208
380,WRINKLED,209
1923,ROUGH,209
978,WAVE,209
259,ROUGH (OF SEA),209
200,SAME,210
1558,SIMILAR,210
1521,SEEM,210
1214,THIS,210
1837,VULVA,211
1836,VAGINA,211
1660,LOSE,212
485,DISAPPEAR,212
1535,SWORD,213
2132,SICKLE OR SCYTHE,213
945,SPEAR,213
1352,KNIFE,213
151,RAZOR,213
1136,RABBIT,214
1190,HARE,214
1062,LAW,215
488,MANNER,215
1747,CUSTOM,215
1209,I,216
227,FISH,216
239,FLOWER,216
2009,DOG,216
1966,BUNCH,216
1208,CAT,216
686,EASY,217
1052,LIGHT (WEIGHT),217
688,LUNG,217
1887,CHEAP,217
320,LAME,218
366,LIMP,218
1310,CLEVER,219
698,WISE,219
1575,COCKROACH,220
126,SWEAT (PERSPIRE),220
205,TROUGH,220
915,SINK (BASIN),220
607,GRASSHOPPER,220
1703,SIX,220
943,WATERFALL,220
1500,FOUR,220
1389,TOE,221
1303,FINGER,221
1781,THUMB,221
969,CIGARETTE,222
974,TOBACCO,222
1371,KNEE,223
850,SQUARE,223
981,ELBOW,223
192,CORNER,223
66,KNEEL,223
1858,FISHERMAN,224
539,NEST,224
105,MATTRESS,224
843,SPIDER,224
1663,BED,224
1065,SPIDER WEB,224
946,BLOOD,225
1556,YOLK,225
156,RED,225
1424,YELLOW,225
1369,GOLD,225
409,FORKED BRANCH,226
1531,BRANCH,226
1981,WIDOWER,227
1756,WIDOW,227
1829,JUMP,228
365,SPLASH,228
1441,FLY (MOVE THROUGH AIR),228
1584,BLISTER,229
793,BOIL (OF SKIN),229
148,ITCH,229
1903,SWELLING,229
1793,BAT,230
576,DANDRUFF,230
1710,TWENTY,230
1515,TEN,230
592,PISS,230
14,YOKE,230
1634,HUNDRED,230
676,SHIT,230
287,CONE,231
1740,PINE,231
1915,FIR,231
128,MUMBLE,232
1866,STUTTER,232
55,WHISPER,232
1493,ONE,233
1580,ONLY,233
1964,ALONE,233
1697,MONDAY,234
492,THREE,234
1802,SCREW,234
417,THREE TIMES,234
1859,THIRD,234
1910,STINGRAY,235
277,SPINDLE,235
1103,SACRIFICE,235
1769,AXLE,235
662,BATTERY,235
1787,LOOM,235
598,SHELL,236
1543,SNAIL,236
232,FLEA,237
1028,YAWN,237
267,NIT,237
1392,LOUSE,237
1475,COMB,238
1821,BRUSH,238
966,BRAKE,239
158,PUT ON,239
1431,FREEZE,239
998,PUT,239
1806,BEGIN,240
1946,INITIATION CEREMONY,240
1557,BEGINNING,240
393,CIRCUMCISION,240
970,COCONUT,241
916,LINEN,241
112,TURTLE,241
868,BANANA,241
1159,FART,241
1181,PALM TREE,241
33,NETTLE,241
1605,SKULL,242
1911,DRAW (WATER),242
1256,HEAD,242
146,SUGAR CANE,243
862,SUGAR,243
717,SWEET,243
1712,OATH,244
1939,SWEAR,244
1675,PROMISE,244
597,PHYSICIAN,245
392,MAGIC,245
2137,MAGICIAN,245
1104,NURSE,245
522,WOLF,246
1250,JAGUAR,246
1386,LION,246
300,RATTLE,246
912,COYOTE,246
1312,FOX,246
95,SANDFLY,247
1509,MOSQUITO,247
1504,FLY (INSECT),247
2130,HEADGEAR,248
1680,HELMET,248
330,HEADBAND,248
181,ANTEATER,249
1820,BEAR,249
1222,PENIS,249
1936,DEER,249
1220,TAIL,249
864,PUMPKIN,250
411,GOURD,250
1934,BEGGAR,251
1149,ORPHAN,251
