836,artifact,hand_tool
721,all,
141,change,change_integrity
1330,competition,protect
1431,change,change_state
164,animal,marsupial
597,person,medical_practitioner
695,motion,
931,plant,millet
643,state,need
1986,state,illness
681,contact,
1496,person,grandparent
1839,body,express_emotion
691,time,time_period
1424,all,
1507,plant,reproductive_structure
1648,artifact,block
55,communication,talk
1594,food,foodstuff
1013,animal,eel
1870,artifact,hook
163,all,
1744,body,lymphatic_tissue
1631,all,
1369,substance,noble_metal
801,body,bone
773,possession,
1964,all,
88,artifact,receptacle
1409,perception,perceive
1000,feeling,emotion
506,plant,cereal
1029,artifact,jewelry
728,all,
214,change,lengthen
304,communication,lecture
787,motion,boat
295,artifact,stone
1065,artifact,web
710,artifact,machine
1346,body,tubular_cavity
1226,time,time_period
117,creation,reproduce
85,possession,pay
1353,time,time_unit
633,artifact,mercantile_establishment
2021,contact,hold
797,body,gonad
1283,all,
330,artifact,clothing
307,animal,bird_of_prey
1828,communication,request
994,artifact,weapon
93,change,draw
1019,all,
1654,phenomenon,atmospheric_electricity
1338,state,order
647,artifact,coating
1273,artifact,lamp
144,artifact,device
503,animal,amphibian
205,artifact,container
586,artifact,yard
156,all,
1904,change,die
906,plant,woody_plant
1204,plant,covering
1745,body,body_part
1192,communication,warn
478,body,articulator
129,body,compress
1731,substance,building_material
2013,artifact,device
964,substance,animal_fiber
323,substance,lipid
1789,attribute,property
601,communication,misinform
233,artifact,device
1811,event,sound
1994,body,bone
978,event,movement
1451,body,grimace
221,process,combustion
1162,act,volition
1313,object,
887,all,
1817,relation,cardinal_compass_point
1155,object,geological_formation
1801,person,offspring
860,event,origin
1366,person,male
1886,body,cavity
1585,body,rest
1070,artifact,public_transport
717,all,
1989,animal,young_mammal
135,artifact,projectile
212,location,tract
52,motion,tremble
1312,animal,canine
767,body,body
867,artifact,handwear
167,communication,communication
966,motion,stop
1913,contact,touch
656,group,force
56,state,fortune
1515,all,
2133,contact,strike
1335,all,
1421,consumption,drink
768,food,meal
923,emotion,love
1732,object,atmosphere
509,all,
1170,contact,capture
1149,person,child
1749,contact,
1806,change,
386,artifact,broadax
1445,motion,turn
119,motion,swim
11,state,illumination
610,location,geographic_point
1812,social,act
391,communication,raise
98,all,
734,creation,
804,body,female_internal_reproductive_organ
1808,body,liquid_body_substance
1591,all,
266,animal,covering
1072,person,unfortunate
1194,animal,rodent
1667,object,opening
211,creation,shape
33,plant,weed
278,artifact,hand_tool
46,contact,empty
1224,body,internal_organ
338,artifact,tool
228,contact,cut
738,Tops,physical_entity
1115,communication,speech_act
255,person,worker
915,artifact,plumbing_fixture
200,all,
107,event,augury
1642,person,kinswoman
180,communication,label
1498,all,
642,cognition,sound
798,body,bone
1357,person,female_offspring
1921,creation,till
499,body,help
819,body,internal_organ
105,artifact,pad
568,motion,travel
1944,person,spiritual_being
1175,person,soul
237,person,father_figure
9,communication,inform
1252,artifact,building
482,person,male_aristocrat
1518,all,
1028,body,breathe
1469,time,time_period
729,time,hour
618,object,cliff
605,plant,cereal
146,plant,cane
1414,contact,press
267,animal,egg
1133,artifact,lighter
1633,all,
1220,animal,process
678,body,facial_hair
1728,all,
1660,possession,
1897,social,support
1899,all,
1895,artifact,clothing
1561,group,military_service
193,all,
891,event,periodic_event
1580,all,
240,act,vote
358,artifact,sheet_metal
502,artifact,fastener
1221,body,chemoreceptor
356,artifact,scissors
630,attribute,physical_property
861,person,adjudicator
72,animal,horny_structure
1709,all,
185,artifact,recess
308,animal,piciform_bird
980,body,skeletal_structure
1152,body,make
1814,communication,charge
1427,all,
858,phenomenon,atmospheric_phenomenon
1378,artifact,container
1843,all,
890,animal,equine
1656,all,
1021,artifact,piece_of_cloth
1619,person,grandchild
283,location,field
1439,motion,travel
661,group,institution
1126,food,edible_fruit
1879,creation,move
859,artifact,kitchen_appliance
148,cognition,cutaneous_sensation
714,plant,ovule
10,substance,fuel
701,all,
1324,motion,glide
1151,artifact,garment
477,all,
1458,communication,assert
1579,stative,
174,all,
588,all,
292,artifact,floor_cover
1764,all,
1301,body,vertebrate_foot
899,person,head_of_state
1453,contact,clean
279,substance,roofing_material
1911,motion,remove
602,perception,
522,animal,canine
1348,animal,swine
864,food,vegetable
326,artifact,overgarment
161,contact,
1587,perception,cause_to_be_perceived
674,body,rima
86,contact,separate
1104,person,health_professional
1316,artifact,shelter
1767,contact,rub
1575,animal,dictyopterous_insect
1066,act,transgression
1318,animal,domestic_fowl
1689,consumption,consume
1044,artifact,cushion
1903,state,enlargement
1290,animal,pachyderm
83,communication,command
712,all,
828,animal,procyonid
271,artifact,flatware
1132,artifact,piece
620,animal,arthropod
1807,time,day
1456,contact,fling
2262,all,
1008,animal,cattle
1026,event,tide
1082,person,businessperson
1706,all,
1862,animal,ass
1641,artifact,fabric
219,artifact,room
1942,all,
1390,all,
1534,state,symptom
1858,person,skilled_worker
16,artifact,vehicle
1974,animal,class
1470,contact,change_surface
1447,possession,transfer
1643,person,relative
1673,body,limb
1358,person,rival
1122,event,consequence
862,food,sweetening
1707,all,
1134,act,separation
420,group,vegetation
707,cognition,
1185,animal,vulture
1350,animal,primate
36,body,hair
1416,motion,change_posture
31,artifact,cooking_utensil
168,body,recumb
636,artifact,machinery
126,body,excrete
1333,body,external_body_part
238,food,seafood
604,substance,solid
1639,food,brew
1200,person,spouse
1605,body,bone
1011,artifact,structure
917,artifact,decoration
89,location,country
784,phenomenon,precipitation
981,body,hinge_joint
951,artifact,instrument
321,consumption,grate
485,change,
312,animal,odd-toed_ungulate
1275,communication,state
1625,all,
1851,artifact,pouch
1596,artifact,fastener
713,possession,take
679,all,
346,plant,fig_tree
1711,communication,inform
761,contact,
593,food,root_vegetable
1640,person,relative
232,animal,ectoparasite
778,process,vaporization
998,contact,move
250,all,
2017,change,add
789,group,group
329,artifact,hosiery
963,communication,publication
838,relation,part
1558,all,
671,substance,soil
1890,cognition,accept
310,animal,louse
1598,relation,cardinal_compass_point
265,animal,gallinaceous_bird
1841,communication,guess
1569,food,dairy_product
688,body,respiratory_organ
912,animal,wolf
1785,contact,copulate
1766,change,end
213,animal,extremity
1760,person,brother
1632,artifact,horizontal_surface
273,food,concoction
1012,artifact,bar
1869,possession,get
663,object,body_of_water
44,body,hurt
417,all,
264,animal,goat
24,communication,commune
705,motion,travel
1245,food,dairy_product
1198,all,
1761,person,sister
1562,cognition,cognition
969,artifact,roll_of_tobacco
249,phenomenon,aerosol
411,artifact,bottle
1090,change,change_state
1617,person,offspring
269,all,
1948,artifact,hand_tool
1385,food,flavorer
1387,motion,
1856,all,
1376,all,
1752,motion,move
1820,animal,carnivore
1247,body,sense_organ
794,artifact,writing_implement
587,animal,hymenopterous_insect
1971,artifact,device
392,cognition,supernaturalism
1063,person,kinsman
1435,competition,capture
1277,body,extremity
911,artifact,place_of_worship
615,animal,equine
1657,all,
1772,animal,deer
644,plant,tree
1306,person,female_aristocrat
977,artifact,projectile
1216,person,parent
1039,communication,inform
1572,all,
1381,artifact,footwear
812,person,person
1726,all,
1887,all,
988,communication,pronounce
352,contact,undo
645,object,body_of_water
1810,state,condition
1186,stative,measure
622,object,land
626,object,object
683,Tops,causal_agent
1305,artifact,flue
1183,body,area
1922,motion,arrive
1069,substance,cement
210,state,being
1697,time,weekday
1219,animal,invertebrate
1368,food,baked_goods
311,animal,louse
299,communication,knock
617,substance,crystal
1857,animal,crocodilian_reptile
1677,artifact,workplace
1426,all,
1074,artifact,hook
490,group,biological_group
1075,artifact,device
1336,consumption,consume
576,object,scale
2146,change,cook
1502,animal,bovid
1729,creation,weave
913,animal,corvine_bird
1092,emotion,desire
2003,motion,move
1950,plant,tree
1941,person,enlisted_person
1379,artifact,electronic_equipment
916,artifact,fabric
1972,animal,goat
920,food,edible_fruit
184,artifact,spar
134,attribute,responsibility
677,artifact,edge_tool
1991,body,internal_organ
956,motion,scat
1541,creation,fix
649,location,grassland
832,food,legume
286,plant,simple_leaf
1367,attribute,marking
1084,communication,order
1959,all,
1201,animal,animal_material
694,possession,
937,animal,vertebrate
1052,all,
1331,animal,bovid
1889,act,burning
599,communication,license
191,plant,seed
1406,all,
1174,all,
1364,all,
1429,all,
1774,all,
1296,artifact,stick
638,artifact,motor_vehicle
1583,body,neural_structure
700,contact,move
1902,emotion,disappoint
2144,artifact,excavation
189,body,hair
1274,food,flavorer
878,cognition,imaginary_place
320,all,
1566,artifact,weapon
1010,shape,line
190,contact,cut
1471,time,season
1860,artifact,jewelry
1113,contact,move
850,shape,shape
692,motion,transport
1006,artifact,building_material
648,substance,material
1848,communication,dispute
1304,person,juvenile
1161,artifact,cord
1079,contact,
361,artifact,pin
272,artifact,device
19,artifact,cord
1087,body,change_state
1926,artifact,remedy
1423,competition,
1297,body,limb
1248,body,sense_organ
1413,social,act
1187,animal,anseriform_bird
1793,animal,placental
759,substance,conductor
421,motion,travel
8,communication,raise
497,state,symptom
1258,body,nail
100,all,
670,plant,plant_organ
875,person,maker
128,communication,talk
1666,all,
1982,event,current
974,artifact,drug_of_abuse
715,communication,express
2260,all,
1719,social,lay
926,plant,cereal
983,communication,pronounce
1483,all,
1859,all,
1291,body,body_part
845,act,homicide
1967,group,table
1916,animal,respiratory_organ
1325,person,person
337,artifact,hand_tool
653,Tops,organism
162,body,breathe
133,creation,create_from_raw_material
1150,event,noise
1428,change,change_state
1034,person,litigant
215,motion,change_posture
1536,cognition,
1472,artifact,device
1398,all,
1616,artifact,artifact
1418,contact,remove
619,Tops,organism
1002,artifact,sculpture
1308,cognition,cognitive_state
957,animal,cetacean
95,animal,arthropod_family
1302,artifact,cutlery
667,artifact,way
1278,body,excrete
820,animal,young_mammal
925,plant,root
1702,all,
1770,animal,body
1687,communication,approval
1833,food,meal
879,body,expectorate
1269,all,
377,all,
1457,contact,fasten
1700,time,weekday
1803,substance,plant_material
1958,all,
1693,time,weekday
1668,cognition,negative_stimulus
1242,all,
296,contact,sit
1597,artifact,heavier-than-air_craft
1905,animal,bird_of_prey
379,all,
1604,body,feature
786,artifact,piece_of_cloth
479,change,develop
1493,all,
735,animal,bird_of_prey
1462,artifact,cooking_utensil
175,weather,
1725,all,
1359,contact,move
1776,feeling,feeling
1674,all,
1408,perception,perceive
748,contact,put
1501,contact,cut
1298,communication,press
1662,object,land
578,contact,touch
607,animal,orthopterous_insect
1595,relation,cardinal_compass_point
1343,object,
907,person,oldster
856,social,
1042,person,woodworker
261,phenomenon,aurora
1091,all,
1787,artifact,textile_machine
897,consumption,consume
1997,possession,keep
1261,creation,talk
1449,contact,guide
384,person,citizen
623,object,lake
1901,artifact,hand_tool
122,artifact,wheeled_vehicle
1292,all,
1494,change,change_state
1678,artifact,shelter
1159,body,act_involuntarily
1790,artifact,plate
1945,artifact,effigy
754,change,act
327,artifact,cloak
526,communication,utter
874,food,dainty
1349,artifact,place_of_worship
2012,artifact,band
1855,plant,tree
424,person,spouse
594,object,thing
783,event,ending
908,artifact,percussion_instrument
711,all,
1232,all,
481,artifact,container
984,act,activity
1394,body,connective_tissue
953,act,sexual_assault
809,artifact,garment
1910,animal,ray
1202,all,
302,group,social_group
1937,all,
749,motion,
280,artifact,beam
387,artifact,weapon
1831,motion,meet
287,plant,reproductive_structure
1272,person,kinswoman
1105,artifact,housing
223,artifact,area
1495,all,
1696,competition,yield
632,animal,saurian
1484,substance,lipid
59,phenomenon,energy
1914,possession,liabilities
919,food,hot_pepper
363,stative,be
1624,all,
1819,perception,
1259,act,ritual
1676,all,
1527,animal,acarine
1160,person,criminal
1644,person,person
1758,person,sister
1286,all,
1611,social,request
322,food,edible_fruit
1588,motion,move
2023,group,gathering
1088,motion,change_posture
1067,act,due_process
1651,body,drop
742,location,boundary
27,substance,gas
1874,food,meat
1928,stative,
1464,artifact,stairs
1241,all,
1710,all,
698,all,
1981,person,man
816,quantity,common_fraction
430,change,shape
611,plant,output
1917,contact,fasten
1098,stative,measure
1062,group,collection
760,artifact,fastener
1169,animal,cattle
1404,all,
101,communication,overstate
486,person,executive
110,artifact,machine
335,artifact,place_of_worship
525,body,blood_vessel
744,food,foodstuff
788,artifact,cleansing_agent
1289,person,child
1782,person,visitor
40,feeling,envy
1380,body,bone
1231,all,
1437,contact,tear
300,artifact,plaything
1386,animal,big_cat
1448,contact,
829,artifact,beam
1199,person,spouse
1680,artifact,headdress
1136,animal,leporid
1504,animal,dipterous_insect
1262,person,male_sibling
1337,animal,swine
1977,substance,condensation
1823,possession,get
1351,animal,swine
1881,all,
1497,communication,card
1081,communication,statement
2131,artifact,light
1230,all,
309,animal,marsupial
297,all,
1547,food,dish
18,body,lobe
367,motion,travel
256,food,solid
1695,time,weekday
1356,quantity,definite_quantity
932,plant,cereal
1550,social,
1743,contact,connect
852,person,spiritual_leader
112,animal,chelonian
724,cognition,interpret
1875,emotion,feel
877,person,craftsman
1371,body,hinge_joint
376,all,
1480,body,natural_object
603,artifact,overgarment
970,food,edible_nut
627,substance,metallic_element
1548,all,
2125,object,natural_object
113,object,geological_formation
624,object,body_of_water
793,state,staphylococcal_infection
1085,motion,travel
962,person,adult
592,body,excrete
1040,body,body_covering
259,all,
684,possession,
1805,act,medical_care
270,artifact,vessel
1141,feeling,sympathy
960,phenomenon,weather
2007,phenomenon,lightning
343,plant,vascular_plant
682,location,region
1038,person,educator
580,artifact,garment
733,possession,get
1103,act,killing
166,object,land
1825,substance,conductor
1923,all,
1705,all,
616,group,medical_institution
1540,body,hair
1280,motion,travel
1556,food,ingredient
1511,animal,chicken
1246,all,
2008,social,save
1664,artifact,float
1936,animal,ruminant
1653,all,
863,artifact,limit
225,artifact,hand_tool
1804,artifact,explosive_device
378,contact,grip
1326,all,
195,artifact,floor_cover
2263,all,
60,plant,cereal
199,event,calamity
1257,animal,organ
1567,artifact,movable_barrier
1635,social,adjust
1961,artifact,jewelry
1730,body,feature
